test,iteration,female_coef,p_value
gender_permutation,116,-0.4355063865903007,0.20319237827750403
gender_permutation,117,-0.19243929457247883,0.5991474948449802
gender_permutation,118,0.1357905229136074,0.637725170936442
gender_permutation,119,0.46207393583466083,0.090732310577174
gender_permutation,120,-0.1187698136951992,0.7371329529692765
gender_permutation,121,0.6888270155022617,0.041539767446932475
gender_permutation,122,-0.06311587723909368,0.8515829347297409
gender_permutation,123,-0.2106032925143247,0.5242555289484141
gender_permutation,124,-0.2613661001791755,0.38629449324367904
gender_permutation,125,0.09948408565279682,0.7465198925676763
gender_permutation,126,0.16862975601906044,0.6420867166049979
gender_permutation,127,-0.3307162152272921,0.32988971064808803
gender_permutation,128,-0.3726431430514131,0.26410322590251456
gender_permutation,129,-0.14750919401879814,0.6666874940312003
gender_permutation,130,0.425366980815516,0.163775651818172
gender_permutation,131,0.1439422896072448,0.6156563049332462
gender_permutation,132,-0.21293379626715236,0.5108970981924654
gender_permutation,133,-0.1884082656923367,0.5669231833502136
gender_permutation,134,-0.20530308833005564,0.4936895960020643
gender_permutation,135,0.15278475226445898,0.6587604657239594
gender_permutation,136,-0.30895030897771325,0.32997976630365544
gender_permutation,137,-0.5369074630776531,0.059257078330291306
gender_permutation,138,0.5351653429672116,0.11035833462382999
gender_permutation,139,-0.4979987502906211,0.07806072932746193
gender_permutation,140,-0.18777393084210772,0.5438046151601624
gender_permutation,141,0.03578185493933318,0.9056607604942641
gender_permutation,142,0.07903303265804211,0.8085719696547622
gender_permutation,143,-0.2789124189414902,0.4151992852859928
gender_permutation,144,0.19433150270329047,0.5212170351097624
gender_permutation,145,0.5349391719807631,0.1296638471464904
gender_permutation,146,0.07881960009189018,0.8125586488765201
gender_permutation,147,0.1109801805036162,0.7264480242696463
gender_permutation,148,-0.05984061712352387,0.8402322694693813
gender_permutation,149,0.20331564118852763,0.519429448421879
gender_permutation,150,-0.2912694051830613,0.3751414368956071
gender_permutation,151,-0.3389459968972747,0.2878870168363874
gender_permutation,152,0.28337455690900065,0.4096681512273428
gender_permutation,153,0.20659617953193432,0.545327504252622
gender_permutation,154,0.5287262221468889,0.07870384349077955
gender_permutation,155,0.5389926512970404,0.12780592983493916
gender_permutation,156,-0.11898772265786822,0.7045855283550073
gender_permutation,157,-0.3268982533877868,0.324753332969384
gender_permutation,158,-0.627478349252296,0.0933870830713635
gender_permutation,159,-0.28209945646603485,0.4044440143936162
gender_permutation,160,0.2847668689413021,0.38749891701646555
gender_permutation,161,0.0984858166250977,0.7689392013024745
gender_permutation,162,0.1593455692723798,0.6563233185687543
gender_permutation,163,0.7871956984874298,0.01768930826204598
gender_permutation,164,0.06048881839364356,0.8522772825650322
gender_permutation,165,-0.48898882558416756,0.16758139669965544
gender_permutation,166,0.33190470293832774,0.2844009209575947
gender_permutation,167,0.08685779679187006,0.7994857431779062
gender_permutation,168,-0.29089343660669564,0.35970871061971155
gender_permutation,169,0.4884258374276785,0.13516635621231332
gender_permutation,170,0.3346451468487443,0.2887645239337936
gender_permutation,171,0.20125741614713666,0.580811139694361
gender_permutation,172,0.05968864478991201,0.8603166443839287
gender_permutation,173,0.39293220295447545,0.28661297013200826
gender_permutation,174,-0.1313905152118932,0.656212879429968
gender_permutation,175,0.12452815152058665,0.6827490279141183
gender_permutation,176,-0.037133681033332616,0.9157578376301166
gender_permutation,177,0.14851790523939912,0.6372600876995724
gender_permutation,178,0.4594524535618223,0.207778053402487
gender_permutation,179,-0.15235256396624272,0.6125086079473285
gender_permutation,180,0.08766665556916564,0.766337746124319
gender_permutation,181,0.14333676656826658,0.6360774456660717
gender_permutation,182,-0.47770438938470805,0.10212357114861052
gender_permutation,183,0.003342372331866017,0.9918474856747503
gender_permutation,184,-0.20080010970919498,0.5602632510887587
gender_permutation,185,-0.20189304717930934,0.5430825829577206
gender_permutation,186,0.3154969631152063,0.3386876027128879
gender_permutation,187,0.18187533291296798,0.5837592436071168
gender_permutation,188,0.1566669854402265,0.6318611467971056
gender_permutation,189,0.23833589026256544,0.48818372146959277
gender_permutation,190,-0.09045674787885602,0.770208955142403
gender_permutation,191,0.6391612770053997,0.0952596473152386
gender_permutation,192,0.0297410534662826,0.9300961297403703
gender_permutation,193,0.6968208223594918,0.04086876385801151
gender_permutation,194,-0.19589445155554616,0.5445231269765595
gender_permutation,195,0.6226303089502024,0.0803967882281524
gender_permutation,196,0.6499862592962611,0.058982818979679455
gender_permutation,197,-0.4463420458912387,0.12847584332551432
gender_permutation,198,-0.6850567366881859,0.05021508019559648
gender_permutation,199,0.15681692466533448,0.6022502611410157
