estimand,observed,bootstrap_mean,bootstrap_sd,ci_2_5,ci_97_5,pr_gt_0,observed_se_hc3,observed_p_hc3
female_capability_coef,-0.5442096065905037,-0.5405368354677551,0.3809780849706209,-1.2820467782881249,0.24172814422165217,0.084,0.3801004173084942,0.1522147530895269
winnable_capability_gap,-0.10901204326531211,-0.08974020382554199,1.2004979732915724,-2.36004111767741,2.2522728230192146,0.47,,
