scenario,female_candidate_share,female_winnable_rate,female_conversion_rate,simulated_female_winner_share,simulated_female_winner_pct
observed_pipeline,0.06682027649769585,0.210727969348659,0.4818181818181818,0.08399366085578445,8.399366085578446
stage1_equal_nominations_only,0.486,0.210727969348659,0.4818181818181818,0.547678354997764,54.767835499776396
stage2_equal_winnable_allocation_only,0.06682027649769585,0.150480109739369,0.4818181818181818,0.061455375273696156,6.145537527369616
stage3_equal_conversion_only,0.06682027649769585,0.210727969348659,0.5268915223336372,0.09113504556752278,9.113504556752277
all_three_equalized,0.486,0.150480109739369,0.5268915223336372,0.48600000000000004,48.6
