n_specifications,median_female_coef,mean_female_coef,share_p_lt_0_05,share_ci_includes_zero,coef_5th_pct,coef_95th_pct
1728,-0.2945404852168383,-0.378630297943472,0.05092592592592592,0.9490740740740741,-1.2548242167516943,0.29942482293513323
