YEAR,PC,parliament_name,parliament_party,myneta_name,myneta_party,match_score,name_score,party_score
2009,KANCHEEPURAM,MAGESHKUMAR.E,IND,MAGESH KUMAR.E,IND,0.9667,0.963,1.0
2009,KANDHAMAL,RUDRAMADHAB RAY,BJD,Rudra Madhab Ray,BJD,0.971,0.9677,1.0
2009,KANDHAMAL,KAMALAKANT PANDEY,IND,Kamala Kanta Pandey,IND,0.95,0.9444,1.0
2009,KANDHAMAL,GHORABAN BEHERA,IND,Ghorabana Behera,IND,0.971,0.9677,1.0
2009,KANKER,MAYARAM NETAM (FULSINGH SILADAR),IND,Mayaram Netam (Fulsingh Siledar),IND,0.97,0.9667,1.0
2009,KANKER,JALSINGH SHORI,CSP,Jalsingh Sori,CSP,0.9667,0.963,1.0
2009,KANNIYAKUMARI,BALASUBRAMONIAN T,ABHM,BALASUBRAMANIAN T,ABHM,0.9471,0.9412,1.0
2009,KANNUR,JOHNSON ALIAS SUNNY AMBATT,IND,Johnson Alias Sunny Ambattu,IND,0.983,0.9811,1.0
2009,KARAKAT,UPENDRA KUMAR SHARMA,BSP,Upendar Kumar Sharma,BSP,0.955,0.95,1.0
2009,KARAULI-DHOLPUR,GANGARAM,IND,GANARAM,IND,0.94,0.9333,1.0
2009,KARAULI-DHOLPUR,SHREELAL KHARE,LJP,SHREE LAL KHARE,LJP,0.969,0.9655,1.0
2009,KARAULI-DHOLPUR,BANWARI,IND,BHANWARI,IND,0.94,0.9333,1.0
2004,KARNAL,SURINDER SINGH HOODA,LJP,SURINDER SINGH HOODA,LJNSP,0.975,1.0,0.75
2009,KARUR,THAMBIDURAI.M,ADMK,TAMBIDURAI.M,ADMK,0.964,0.96,1.0
2009,KASARAGOD,ABBAS MOTHALAPPARA,IND,Abbas Muthalappara,IND,0.95,0.9444,1.0
2009,KATIHAR,MANOJ PARASHAR,IND,MANOJ PARASAR,IND,0.9667,0.963,1.0
2009,KENDRAPARA,RAMA KRISHNA DASH,CPI(ML)(L),Rama krushna Dash,CPI(ML)(L),0.9471,0.9412,1.0
2009,KEONJHAR,YASHBANT NARAYAN SINGH LAGURI,BJD,Yashbanta Narayan Singh Laguri,BJD,0.9847,0.9831,1.0
2009,KHAMMAM,MALLAVARAPU JEREMIAH,IND,Mallavarapu Jeremaih,IND,0.955,0.95,1.0
2009,KHARGONE,MAKANSINGH SOLANKI (BABUJI),BJP,MAKNSINGH SOLANKI (BABUJI),BJP,0.9816,0.9796,1.0
2009,KHARGONE,BHAI KIRANSINGH BADOLE (KIRESH),CPI,BHAI KIRNSINGH BADOLE (KIRESH),CPI,0.9842,0.9825,1.0
2009,KHARGONE,FIFA SINGH THAKUR,IND,FIFASINGH THAKUR,IND,0.9727,0.9697,1.0
2009,KHUNTI,KARIA MUNDA,BJP,KARIYA MUNDA,BJP,0.9609,0.9565,1.0
2009,KISHANGANJ,TASLEEM UDDIN,RJD,TASLEEMUDDIN,RJD,0.964,0.96,1.0
2009,KODARMA,LAXAMAN SAWARNKAR,BJP,Laxman Swarnkar,BJP,0.9437,0.9375,1.0
2009,KOLHAPUR,CHHATRAPATI SAMBHAJIRAJE SHAHU,NCP,CHHATRPATI SAMBHAJIRAJE SHAHU,NCP,0.9847,0.9831,1.0
2009,KOLHAPUR,KAMBLE SUHAS NIVRUTTI,BSP,KAMBLE SUHAS NIVRUTI,BSP,0.978,0.9756,1.0
2009,KOLHAPUR,KAMBLE MARUTI RAVALU,BBM,KAMBLE MARUTI RAVELU,BBM,0.955,0.95,1.0
2009,KOLLAM,N.PEETHAMBARAKURUP,IND,N Peethambara Kurup,IND,0.9757,0.973,1.0
2009,KOLLAM,R.ZAKIEER HUSSAIN,IND,R Zakeer Hussain,IND,0.9727,0.9697,1.0
2009,KOPPAL,HANDI RAFIQ SAB,IND,Handi Rafiqsab,IND,0.969,0.9655,1.0
2009,KOPPAL,GOUSIABEGUM,IND,GOUSIA BEGUM,IND,0.9609,0.9565,1.0
2009,KORBA,CHARAN DAS MAHANT,INC,Charandas Mahant,INC,0.9727,0.9697,1.0
2009,KORBA,VIJAY LAXMI SHARMA,BSP,Viay Laxmi Sharma,BSP,0.9743,0.9714,1.0
2009,KORBA,CHAITI DEVI MAHANT,CSP,Chaitidevi Mahant,CSP,0.9743,0.9714,1.0
2009,KOTA,SHYAM SUNDER SHARMA,IND,SHYAM SUNDAR SHARMA,IND,0.9526,0.9474,1.0
2009,KOTA,RAM KRISHAN SHARMA,IND,RAM KIRISHAN SHARMA,IND,0.9757,0.973,1.0
2009,KOTTAYAM,SURESHKUMAR T.R,IND,Suresh Kumar  T R,IND,0.971,0.9677,1.0
2009,KOTTAYAM,SURESHKUMAR K,IND,Suresh Kumar K,IND,0.9667,0.963,1.0
2009,KOTTAYAM,JOSE MATHEW,IND,Jose Matew,IND,0.9571,0.9524,1.0
2009,KOZHIKODE,P.A. MOHAMMED RIYAS,IND,P A Mohamed Riyas,IND,0.9743,0.9714,1.0
2009,KOZHIKODE,K. MUHAMMED RIYAS,IND,K Muhamed Riyas,IND,0.971,0.9677,1.0
2009,KRISHNANAGAR,DEBABRATA MAJUMDAR,BSP,DEBABRATA MAJUMDER,BSP,0.95,0.9444,1.0
2009,KRISHNANAGAR,SK. DOULAT HOSSAIN,NCP,SK. DAULAT HOSSAIN,NCP,0.9471,0.9412,1.0
2009,KURUKSHETRA,YASH PAL,IND,YASHPAL,IND,0.94,0.9333,1.0
2004,LAKHIMPUR,SUNMONI DAS,LJP,SUNMONI DAS,LJNSP,0.975,1.0,0.75
2009,LATUR,AWALE JAYWANT GANGARAM,INC,AAWALE JAYWANT GANGARAM,INC,0.98,0.9778,1.0
2009,LATUR,ADV. BABASAHEB SADASHIVRAO GAIKWAD,BSP,ADV. BABASAHEB SADSHIVRAO GAIKWAD,BSP,0.9842,0.9825,1.0
2009,LATUR,BABURAO SATYAWAN POTBHARE,BBM,BABURAO SATYAWAN POTHHARE,BBM,0.964,0.96,1.0
2009,LATUR,NILANGEKAR AVINASH MADHUKARRAO,IND,NILANGAEKAR AVINASH MADHUKARRAO,IND,0.9852,0.9836,1.0
2009,LATUR,AWCHARE VIJAYKUMAR BABRUWAN,IND,AAWCHARE VIJAYKUMAR BABRUWAN,IND,0.9836,0.9818,1.0
2009,LATUR,SASANE ATUL GANGARAM,ARP,SUSANE ATUL GANGARAM,ARP,0.955,0.95,1.0
2009,LOHARDAGA,SUDARSHAN BHAGAT,BJP,Sudershan Bhagat,BJP,0.9437,0.9375,1.0
2009,LUDHIANA,RAVINDER KUMAR S/O MANNA LAL,IND,RAVINDER KUMAR S/O MUNNA LAL,IND,0.9679,0.9643,1.0
2009,MACHHLISHAHR,SUKHRAJ DINKAR,RSBP,SUKHRAJ DINKAR,RSP,0.9857,1.0,0.8571
2009,MACHILIPATNAM,BHOGADI RAMA DEVI,BJP,Bhogadi Ramadevi,BJP,0.9727,0.9697,1.0
2009,MADHUBANI,HUKMADEO NARAYAN YADAV,BJP,HUKM DEO NARAYAN YADAV,BJP,0.9591,0.9545,1.0
2009,MAHARAJGANJ,PRABHU NATH SINGH,JD(U),Prabhunath Singh,JD(U),0.9727,0.9697,1.0
2009,MAHARAJGANJ,TARKESHWAR SINGH,INC,Tarkeswar Singh,INC,0.971,0.9677,1.0
2009,MAHARAJGANJ,RAVINDRA NATH MISHRA,BSP,Rabindra Nath Mishra,BSP,0.955,0.95,1.0
2009,MAHARAJGANJ,GANESH SHANKER PANDEY,BSP,GANESH SHANKAR PANDEY,BSP,0.9571,0.9524,1.0
2009,MAHASAMUND,NARAYANDAS INQALAB GANDHI,IND,Narayan Das Inqalab Gandhi,IND,0.9824,0.9804,1.0
2009,MAHASAMUND,KIRAN KUMAR DHRUW,JMM,Kiran Kumar Dhruv,JMM,0.9471,0.9412,1.0
2009,MAHASAMUND,"KHEDUBHARTI ""SATYESH""",IND,Khedhubharti (Satyesh),IND,0.9769,0.9744,1.0
2009,MALKAJGIRI,SARVEY SATHYANARAYANA,INC,SARVEY SATYANARAYANA,INC,0.978,0.9756,1.0
2009,MALKAJGIRI,LT.COL. (Retd.) DUSERLA PAPA RAIDU,IND,Lt.Col.(Retd) Duserla Paparaidu,IND,0.98,0.9778,1.0
2009,MALKAJGIRI,KANTE KANAKAIAH GANGAPUTRA,IND,Kante Kanakaiah Ganagaputra,IND,0.983,0.9811,1.0
2009,MANDYA,KOWDLE CHANNAPPA,JD(U),Kowdley Channappa,JD(U),0.9727,0.9697,1.0
2009,MATHURA,SHYAMSUNDAR,IND,SHYAM SUNDAR,IND,0.9609,0.9565,1.0
2009,MAYILADUTHURAI,MANIYAN O.S.,ADMK,MANIAN O.S,ADMK,0.9571,0.9524,1.0
2009,MEERUT,DR. SURENDER KUMAR KHATRI,IND,DR. SURENDAR KUMAR KHATRI,IND,0.9571,0.9524,1.0
2009,MEERUT,KRISHNAPAL,IND,KRISHNA PAL,IND,0.9571,0.9524,1.0
2009,MIRZAPUR,RADHE SHYAM,BRPP,RADHE SHYAM,BRP,0.9857,1.0,0.8571
2009,MORADABAD,NATHU SINGH,IND,NATTHU SINGH,IND,0.9609,0.9565,1.0
2009,MUMBAI NORTH,VASHRAMBHAI MOHANBHAI PATEL,IND,VASHRAMBHAI MAHANBHAI PATEL,IND,0.9667,0.963,1.0
2009,MUMBAI NORTH,SHYAM TIPANNA KURADE,IND,SHYAM TIPANNA KURHADE,IND,0.978,0.9756,1.0
2009,MUMBAI NORTH CENTRAL,RAJKAMAL JAISINGH YADAV,IND,RAJKAMAL JAISINH YADAV,IND,0.98,0.9778,1.0
2009,MUMBAI NORTH CENTRAL,MOHAMAD YAHIYA SIDDIQUE,IND,MOHAMAD YAHIYA SIDDHIQUE,IND,0.9809,0.9787,1.0
2009,MUMBAI NORTH EAST,DHARMPAL BHAGWAN MESHRAM,IND,DHARPAL BHAGWAN MESHRAM,IND,0.9809,0.9787,1.0
2009,MUMBAI NORTH EAST,TATYASAHEB REVDEKAR,IND,TATVASAHEB REVDEKAR,IND,0.9526,0.9474,1.0
2009,MUMBAI SOUTH,SAYED ATHER ALI,SP,SAYYED ATHER ALI,SP,0.971,0.9677,1.0
2009,MUMBAI SOUTH,CHIRAG KANTILAL JETHVA,KKJHS,CHIRAG KANTILAL JETHAVA,KKJHS,0.98,0.9778,1.0
2009,MUMBAI SOUTH,KHIMJI CHIMAN MAKWANA,IND,KHIMJI CHIMAN MAKVANA,IND,0.9571,0.9524,1.0
2009,MUMBAI SOUTH CENTRAL,TRIYOGINATH DUBEY,IND,TRIYOGINATH DUBE,IND,0.9727,0.9697,1.0
2009,MURSHIDABAD,CHITTA RANJAN MONDAL,BSP,CHITTA RANJAN MANDAL,BSP,0.955,0.95,1.0
2009,MUZAFFARNAGAR,SATYAVEER,IND,SATYVEER,IND,0.9471,0.9412,1.0
2009,MYSORE,ADAGUR H VISHWANATH,INC,ADAGUR H. VISWANATH,INC,0.9757,0.973,1.0
2009,MYSORE,C.H.VIJAYASHANKAR,BJP,C.H.VIJAYA SHANKAR,BJP,0.9743,0.9714,1.0
2009,NAGARKURNOOL,GUVVALA BALARAJU,TRS,Guvvala Balaraj,TRS,0.971,0.9677,1.0
2009,NAGARKURNOOL,DR. T. RATNAKARA,BJP,T. Ratnakar,BJP,0.9571,0.9524,1.0
2009,NAGAUR,BINDU CHAUDHARY,BJP,BINDU CHOUDHARY,BJP,0.94,0.9333,1.0
2009,NAGPUR,BARAPATRE CHANDRABHAN SOMAJI,IND,BARPATRE CHANDRABHAN SOMAJI,IND,0.9836,0.9818,1.0
2009,NAGPUR,RAUT RAMESHCHANDRA,PRCP,RAUT RAMESHCHANDRA,PRBP,0.975,1.0,0.75
2009,NAGPUR,BALASAHEB ALIAS PRAMOD RAMAJI SHAMBHARKAR,IND,BLASAHEB ALIAS PRAMOD RAMAJI SHAMBHARKAR,IND,0.9889,0.9877,1.0
2004,NALANDA,DR. KUMAR PUSHPANJAY,LJP,DR. KUMAR PUSHPANJAY,LJNSP,0.975,1.0,0.75
2009,NALANDA,SHASHI YADAV,CPI(ML)(L),SASHI YADAV,CPI(ML)(L),0.9609,0.9565,1.0
2009,NALANDA,KAUSHAL KUMAR KAUSHALENDRA SINHA,IND,KAUSHALE KUMAR @ KAUSHALENDRA SINGH,IND,0.9585,0.9538,1.0
2009,NALANDA,"CHANDRAMANI KUMAR ""MANI""",IND,CHANDERMANI KUMAR MANI,IND,0.9591,0.9545,1.0
2009,NALANDA,KAPIL DEO SINGH,IND,KAPILDEO SINGH,IND,0.969,0.9655,1.0
2009,NALGONDA,BOLUSANI KRISHNAIAH,IND,Bollusani Krishnaiah,IND,0.9769,0.9744,1.0
2009,NALGONDA,K.V.SRINIVASA CHARYULU,IND,KV Srinivasa Charyulu,IND,0.9791,0.9767,1.0
2009,NALGONDA,BOLLA KARUNAKAR,IND,Boalla Karunakar,IND,0.971,0.9677,1.0
2009,NANDED,KHATGAONKAR PATIL BHASKARRAO BAPURAO,INC,KHATGAONK PATIL BHASKARRAO BAPURAO,INC,0.9743,0.9714,1.0
2009,NANDED,NARAYAN SURYAVANSHI DOANGAONKAR,IND,NARAYAN SURYAVANSHI DOANGONKAR,IND,0.9852,0.9836,1.0
2009,NANDED,TIWARI RAMA BHAGIRAT,RSPS,TIWARI RAMA BHAGIRAT,RSP,0.9857,1.0,0.8571
2009,NANDED,KHADE SANJAY WAMANRAO,PRCP,KHADE SANJAY WAMANRAO,PRBP,0.975,1.0,0.75
2009,NANDURBAR,NATAWADKAR SUHAS JAYANT,BJP,NATAWADKAR SUHAS JYANT,BJP,0.98,0.9778,1.0
2009,NANDYAL,SINGAM VENKATESWARA REDDY,IND,SINGAM VENKATESHWARA REDDY,IND,0.9824,0.9804,1.0
2009,NASHIK,BHARAT HIRAMAN PARDESHI,IND,BHARAT HIRMAN PARDESHI,IND,0.98,0.9778,1.0
2009,NAVSARI,SHAILESHBHAI BISHESWAR SHRIVASTAV,BSP,SHAILESHBHAI BISWESHWAR SRIVASTAV,BSP,0.9455,0.9394,1.0
2009,NAWADA,BHOLA SINGH,BJP,BholaSingh,BJP,0.9571,0.9524,1.0
2009,NAWADA,RAJBALLABH PRASAD,IND,Raj Ballabh Prasad,IND,0.9743,0.9714,1.0
2009,NAWADA,MASIH UDDIN,BSP,Masih Udin,BSP,0.9571,0.9524,1.0
2009,NAWADA,ANIL MEHTA,IND,AnilMehta,IND,0.9526,0.9474,1.0
2009,NAWADA,RAJ KISHORE RAJ,IND,RajKishore Raj,IND,0.969,0.9655,1.0
2009,NAWADA,CHANCHALA DEVI,IND,ChanchalaDevi,IND,0.9667,0.963,1.0
2009,NAWADA,NAVIN KUMAR VERMA,IND,NavinKumar Verma,IND,0.9727,0.9697,1.0
2009,NEW DELHI,BHAGWAN DASS,IND,BHAGWAN DAS,IND,0.9609,0.9565,1.0
2009,NORTH GOA,NARCINVA SURYA SALGAONKAR,IND,NARACINVA SURYA SALGAONKAR,IND,0.9824,0.9804,1.0
2009,NORTH WEST DELHI,MEERA KANWARIA,BJP,MEERA KANWARIYA,BJP,0.969,0.9655,1.0
2009,OSMANABAD,RAJENDRA PANDITRAO HIPPERGEKAR,KKJHS,RAJENDRA RANDITRAO HIPPERGEKAR,KKJHS,0.97,0.9667,1.0
2009,OSMANABAD,MUNDHE PATIL PADAMSINHA VIJAYSINHA,IND,MUNDHE PATRIL PADAMSINHA VIJAYSINHA,IND,0.987,0.9855,1.0
2009,PALGHAR,SHINGDA DAMODAR BARKU,INC,SHINGADA DAMODAR BARKU,INC,0.9791,0.9767,1.0
2009,PALGHAR,DR. KASHIRAM MAHADU DHONDAGA,IND,DR. KASHIRAM MAHADU DHONDAGHA,IND,0.9816,0.9796,1.0
2009,PALI,PUSP JAIN,BJP,PUSHP JAIN,BJP,0.9526,0.9474,1.0
2004,PANAJI,D'SOUZA WILFRED,NCP,DSOUZA WILFRED,NCP,0.969,0.9655,1.0
2009,PARBHANI,MULE BABAN DATTARAO,RSPS,MULE BABAN DATTARAO,RSP,0.9857,1.0,0.8571
2009,PARBHANI,RUMALE TUKARAM DHONDIBA,PRCP,RUMALE TUKARAM DHONDIBA,PRBP,0.975,1.0,0.75
2009,PATHANAMTHITTA,B.RADHAKRISHNA MENON,BJP,Radhakrishna Menon,BJP,0.9526,0.9474,1.0
2004,PATNA,VIDYA NAND VAKAL,CPI(ML)(L),VIDYA NAND VIKAL,CPI(ML)(L),0.9437,0.9375,1.0
2004,PURNEA,RAJESH RANJAN ALIAS PAPPU YADAV,LJP,RAJESH RANJAN ALIAS PAPPU YADAV,LJNSP,0.975,1.0,0.75
2009,PURVI CHAMPARAN,PARASNATHPANDEY,IND,PARASNATH PANDEY,IND,0.971,0.9677,1.0
2009,RAIGARH,VISHNU DEO SAI,BJP,Vishu Deo Sai,BJP,0.9667,0.963,1.0
2009,RAIGARH,HRIDAYARAM RATHIYA,INC,Hirdayaram Rathiya,INC,0.95,0.9444,1.0
2009,RAIGARH,HALDHAR RAM SIDAR,IND,Haldharram Sidar,IND,0.9727,0.9697,1.0
2009,RAIPUR,VIDHYADEVI SAHU,BSP,Vidyadevi Sahu,BSP,0.969,0.9655,1.0
2009,RAIPUR,NAND KISHOR DEEP,IND,Nanda Kishor Deep,IND,0.9727,0.9697,1.0
2009,RAIPUR,MOH. JILANI ALIAS TANI,IND,Mohd. Jilani alias Tani,IND,0.9791,0.9767,1.0
2009,RAJKOT,KUVARJIBHAI MOHANBHAI BAVALIA,INC,KUNVARJIBHAI MOHANBHAI BAVALIYA,INC,0.97,0.9667,1.0
2009,RAJKOT,NAYANBHAI HASHMUKHBHAI UPADHYAY,IND,NAYANBHAI HASMUKHBHAI UPADHYAY,IND,0.9852,0.9836,1.0
2009,RAJKOT,BABULAL DEVJIBHAI GHAVA,LJP,BABULAL DEVJIBHAI DHAVA,LJP,0.9609,0.9565,1.0
2009,RAJKOT,KESHUBHAI DHANJIBHAI VEKARIYA,IND,KESHUBHAI DHANJIBHAI VEKARIA,IND,0.9842,0.9825,1.0
2009,RAJKOT,PRAVINBHAI MEGHJIBHAI DENGADA,IND,PRAVINBHAI MEGHJIBHAI DENGDA,IND,0.9842,0.9825,1.0
2009,RAJNANDGAON,PRADHUMAN NETAM,BSP,Praduman Netam,BSP,0.969,0.9655,1.0
2009,RAJNANDGAON,MANGAL DAS BANGARE,IND,Mangaldas Bangare,IND,0.9743,0.9714,1.0
2009,RAJNANDGAON,BHAG CHAND VAIDHYA,IND,Bhag Chanda Vaidhya,IND,0.9757,0.973,1.0
2009,RAJNANDGAON,DILIP RATHOR SAMPADAK,IND,Dilip Rathod Sampadak,IND,0.9571,0.9524,1.0
2009,RAJNANDGAON,DERHARAM LODHI,IND,Derha Ram Lodhi,IND,0.969,0.9655,1.0
2009,RAJSAMAND,SURYA BHAVANI SINGH CHAWRA,IND,SURYA BHAVANI SINGH CHAWDA,IND,0.9654,0.9615,1.0
2009,RAJSAMAND,NEERU RAM,BSP,neeruram,BSP,0.9471,0.9412,1.0
2009,RAMTEK,SURESH MANGALDAS BORKAR,IND,RURESH MANGALDAS BORKAR,IND,0.9609,0.9565,1.0
2009,RANCHI,RAM TAHAL CHOUDHARY,BJP,RAM TAHAL CHAUDHARY,BJP,0.9526,0.9474,1.0
2009,RATLAM,DILEEPSINGH BHURIA,BJP,DILEEP SINGH BHURIA,BJP,0.9757,0.973,1.0
2009,RATLAM,BHERUSING DAMOR,JD(U),BHERUSINGH DAMOR,JD(U),0.971,0.9677,1.0
2004,ROSERA,RAM CHANDRA PASWAN,LJP,RAM CHANDRA PASWAN,LJNSP,0.975,1.0,0.75
2004,SAHARSA,RANJEET RANJAN,LJP,RANJEET RANJAN,LJNSP,0.975,1.0,0.75
2009,SANGLI,SIDDHESHWAR SHIVAPPA BHOSALE,IND,SIDDESHWAR SHIVAPPA BHOSALE,IND,0.9836,0.9818,1.0
2009,SANGLI,ANSARI SHABBIR AHEMAD,IND,ANSARI SHABBIR AHEMED,IND,0.9571,0.9524,1.0
2009,SANGLI,MAHADEO ANNA WAGHAMARE,RSPS,MAHADEV ANNA WAGHAMARE,RSPS,0.9591,0.9545,1.0
2009,SANGLI,GANAPATI TUKARAM KAMBLE ALIAS G.T. KAMBLE,IND,GANPATI TUKARAM KAMBLE ALIAS G.T. KAMBLE,IND,0.9886,0.9873,1.0
2009,SANGRUR,BALWANT SINGH RAMUWALIA,LBP,BALWANT SINGH RAMOOWALIA,LBP,0.9426,0.9362,1.0
2009,SANGRUR,MOHMAD. JAMIL-UR-REHMAN,BSP,MOHD.JAMIL UR REHMAN,BSP,0.9571,0.9524,1.0
2004,SASARAM,MIRA KUMAR,INC,MEIRA KUMAR,INC,0.9571,0.9524,1.0
2009,SATARA,ALANKRITA ABHIJIT AWADE-BICHUKALE,IND,ALNKRITA ABHIJIT AWADE-BICHUKALE,IND,0.9862,0.9846,1.0
2009,SECUNDERABAD,ANJAN KUMAR YADAV M,INC,ANJAN KUMAR YADAV,INC,0.95,0.9444,1.0
2009,SECUNDERABAD,AMBATI KRISHNA MURTHY,IND,Ambati Krishna Murthi,IND,0.9571,0.9524,1.0
2009,SECUNDERABAD,P. DAMODER REDDY,PPOI,P.Damodar Reddy,PPOI,0.94,0.9333,1.0
2009,SHAHDOL,RAMRATAN SINGH PAVLE,GGP,RAM RATAN SINGH PAVLE,GGP,0.978,0.9756,1.0
2004,SHAJAPUR,THAWARCHAND GEHLOT,BJP,THAWAR  CHAND GEHLOT,BJP,0.9757,0.973,1.0
2009,SHEOHAR,MD. TANVEER ZAFAR,CPI,MD. TANVEER ZAFER,CPI,0.9437,0.9375,1.0
2009,SHEOHAR,RAMA ASHISH MAHTO,IND,"RAM ASHISH, MAHTO",IND,0.9727,0.9697,1.0
2009,SHIMOGA,D.S. ESHWARAPPA,IND,D S Eswarappa,IND,0.9667,0.963,1.0
2009,SHIMOGA,UMESHKUMAR S,IND,UMESH KUMAR.S,IND,0.964,0.96,1.0
2009,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,SHS,WAKCHOURE BHAUSAHEB RAJARAM,SHS,0.9667,0.963,1.0
2009,SHIRDI,ATHAWALE RAMDAS BANDU,RPI(A),ATHAWALE RAMDAS BANDU,RPI,0.975,1.0,0.75
2009,SHIRDI,RUPWATE PREMANAND DAMODAR,IND,RUPWATE PREMANAND DAMODHAR,IND,0.9824,0.9804,1.0
2009,SHIRDI,SANDIP BHASKAR GHOLAP,IND,SANDIP BHASKAR GOLAP,IND,0.978,0.9756,1.0
2009,SHIRDI,VAIRAGAR SUDHIR NATHA,IND,VAIRAGHAR SUDHIR NATHA,IND,0.9791,0.9767,1.0
2009,SHIRDI,LONDHE SHARAD LAXMAN,IND,LODHE SHARAD LAXAMAN,IND,0.955,0.95,1.0
2009,SHIRDI,ADHAGALE RAJENDRA NAMDEO,IND,ADHAGALE RAJENDRA NAMDEV,IND,0.9625,0.9583,1.0
2009,SHIRDI,MEDHE PRAFULLAKUMAR MURALIDHAR,IND,MEDHE PRAFULLAKUMAR MURLIDHAR,IND,0.9847,0.9831,1.0
2009,SHIRDI,KAMBLE RAMESH ANKUSH,IND,KAMBALE RAMESH ANKUSH,IND,0.978,0.9756,1.0
2009,SHIRDI,SABLE ANIL DAMODAR,IND,SABALE ANIL DAMODHAR,IND,0.9526,0.9474,1.0
2009,SIKAR,AMARARAM,CPM,AMARA RAM,CPM,0.9471,0.9412,1.0
2009,SIKAR,MAHESHKUMAR,IND,MAHESH KUMAR,IND,0.9609,0.9565,1.0
2009,SIKAR,MAHABEER PARSAD,IND,MAHABEER PRASAD,IND,0.94,0.9333,1.0
2009,SIKAR,D. P. KUMAWAT,RJVP,DP KUMAWAT,RJVP,0.9571,0.9524,1.0
2009,SILCHAR,NAGENDRA CHANDRA DAS,IND,Nogendra Chandra Das,IND,0.955,0.95,1.0
2009,SILCHAR,CHANDAN RABIDAS,IND,Chandan Rabi Das,IND,0.971,0.9677,1.0
2004,SINGHBHUM,LAXMAN GILUA,BJP,LAXMAN GILUWA,BJP,0.964,0.96,1.0
2009,SIWAN,OM PRAKASH YADAV,IND,OmPrakashYadav,IND,0.94,0.9333,1.0
2009,SIWAN,HENA SHAHAB,RJD,HenaShahab,RJD,0.9571,0.9524,1.0
2009,SIWAN,BRISHIN PATEL,JD(U),BrishinPatel,JD(U),0.964,0.96,1.0
2009,SIWAN,VIJAY SHANKER DUBEY,INC,VijayShankerDubey,INC,0.95,0.9444,1.0
2009,SIWAN,ASWANI KR. VERMA,IJP,Aswani K r. Verma,IJP,0.971,0.9677,1.0
2004,SONEPAT,SATYA PAL,LJP,SATYA PAL,LJNSP,0.975,1.0,0.75
2009,SRINAGAR,MEHBOOBA SHADAB,IND,MEHBOOBA SHAHDAB,IND,0.971,0.9677,1.0
2009,SRINAGAR,AVTAR KRISHEN PANDITA,BJP,AVTAR KRISHAN PANDITA,BJP,0.9571,0.9524,1.0
2009,SUNDARGARH,LIVINUS KINDO,JMM,LIVNUS KINDO,JMM,0.964,0.96,1.0
2009,THANE,CHAUGULE VIJAY LAXMAN,SHS,CHUGULE VIJAY LAXMAN,SHS,0.978,0.9756,1.0
2009,THANE,KHAN FIROZ YUSUFKHAN,IND,KHAN FIROZ YSUFKHAN,IND,0.9769,0.9744,1.0
2009,THANE,KAMBLE SACHIN SHRIPAT,IND,KAMBLE SACHIN SHIRPAT,IND,0.9571,0.9524,1.0
2009,THANE,AHMAD AFJAL SHEIKH,IND,AHMAD AFJAL SHAIKH,IND,0.95,0.9444,1.0
2009,THANE,SAYED SHAFIQ AHMED ZAIDI,IND,SAYED SHAFIQ AHMED ZOIDI,IND,0.9625,0.9583,1.0
2009,THIRUVANANTHAPURAM,P K KRISHNA DAS,BJP,P K Krishnadas,BJP,0.969,0.9655,1.0
2009,TIRUPATI,KATTAMANCHI PRABAKHAR,IND,Kattamanchi Prabhakar,IND,0.9571,0.9524,1.0
2009,TRIPURA EAST,DIBA CHANDRA HRANGKHAWL,INC,DIBA CHANDRA HRANGKHWAL,INC,0.9609,0.9565,1.0
2009,TRIPURA EAST,RAJESH DEBBARMA,IND,RAJESH DEB BARMA,IND,0.971,0.9677,1.0
2009,TUMKUR,G.S. BASAVARAJ,BJP,G.S. BASAVARAJU,BJP,0.9667,0.963,1.0
2009,TUMKUR,SRI GOWRISHANKARA SWAMIGALU,SP,Sri. Gowri Shankara Swamigalu,SP,0.9836,0.9818,1.0
2009,UDAIPUR,SHAKUNTALA DHANKA,SP,SHAKUNTLA DHANKA,SP,0.9727,0.9697,1.0
2009,UJIARPUR,VIJAYWANT KUMAR CHAUDHARY,BSP,VIJAYWANT KUMAR CHOUDHARY,BSP,0.964,0.96,1.0
2009,UJIARPUR,ARJUN SAHANI,IND,ARJUN SAHNI,IND,0.9609,0.9565,1.0
2009,UJIARPUR,RATAN SAHANI,IND,RATAN SAHNI,IND,0.9609,0.9565,1.0
2009,UTTARA KANNADA,ANANTKUMAR HEGDE,BJP,Ananthkumar Hegde,BJP,0.9727,0.9697,1.0
2009,VALSAD,KISHANBHAI VESTABHAI PATEL,INC,KISANBHAI VESTABHAI PATEL,INC,0.9824,0.9804,1.0
2009,VELLORE,ABDUL RAHMAN,DMK,ABDULRAHMAN,DMK,0.9609,0.9565,1.0
2009,VELLORE,DHANDAPANI T,IND,DANDAPANI T,IND,0.9609,0.9565,1.0
2009,VISAKHAPATNAM,D.V.SUBBARAO,BJP,D.V. SUBBA RAO,BJP,0.964,0.96,1.0
2009,VISAKHAPATNAM,YADDANAPUDI RANGARAO,IND,Yaddanapudi Ranga Rao,IND,0.978,0.9756,1.0
2009,WAYANAD,SHANAVAS MANAKULANGARA PARAMBIL,IND,Shanavas Manakulangara Paramb,IND,0.97,0.9667,1.0
