spec_id,controls,year_filter,party_filter,seat_filter,winnable_threshold,female_coef,female_se,female_p,ci_lower,ci_upper,n
31,minimal,2009,all,all,25,-0.00828424393141544,0.4256484706913156,0.9844720385186673,-0.8425399165609468,0.8259714286981159,6637
32,minimal,2009,all,general,25,-0.018481382837277786,0.4906601009392659,0.9699536931730718,-0.9801575093290263,0.9431947436544709,5430
33,minimal,2009,all,sc,25,0.30282781011793447,0.8308180791823895,0.7154895082345358,-1.3255457027842958,1.9312013230201648,857
34,minimal,2009,all,st,25,-0.7279560519094095,2.4611376823048277,0.7673978654623165,-5.551697270221252,4.095785166402434,350
35,minimal,2009,national,all,25,-0.019745936346131088,1.6662136874957538,0.9905446647684489,-3.2854647543854854,3.245972881693223,948
36,minimal,2009,national,general,25,-1.031488881636728,2.0330638721686682,0.6119044563761566,-5.016220849356863,2.9532430860834062,717
37,minimal,2009,national,sc,25,0.9895963328994073,2.8518273609900837,0.7285880947119274,-4.599882584767064,6.579075250565879,140
38,minimal,2009,regional,all,25,-0.04150911842212979,0.31656927961326803,0.8956789944859072,-0.6619735050759251,0.5789552682316655,5689
39,minimal,2009,regional,general,25,0.23004605320431784,0.3191349445354293,0.47100638122641714,-0.3954469442933113,0.8555390507019469,4713
40,minimal,2009,regional,sc,25,0.04912558432115663,0.817772726533758,0.9520979582426169,-1.5536795072241316,1.651930675866445,717
41,minimal,2009,regional,st,25,-3.986464439949624,1.4681357356061793,0.006621092590662573,-6.863957606153955,-1.1089712737452935,259
42,minimal,2009,independent,all,25,-0.2897902665162748,0.20507278381182462,0.15762357694437823,-0.6917255369968197,0.11214500396427007,3834
43,minimal,2009,independent,general,25,-0.19073596478559549,0.20353226797349935,0.34869227139379544,-0.5896518797054093,0.20817995013421833,3261
44,minimal,2009,independent,sc,25,0.016170478859055766,0.30014382812245205,0.9570341439932284,-0.5721006144429305,0.604441572161042,439
45,minimal,2014,all,all,25,0.06927041231115684,0.5066545957267944,0.8912511904389587,-0.9237543479150614,1.062295172537375,6242
46,minimal,2014,all,general,25,0.4453702676168659,0.5646000672713366,0.43021468952764974,-0.6612255299038456,1.5519660651375773,5096
47,minimal,2014,all,sc,25,-0.32535605193815315,1.4576408822598184,0.823374188706233,-3.1822796835605867,2.5315675796842805,811
48,minimal,2014,all,st,25,-2.878714125315758,1.4888160211061725,0.05316733035025132,-5.796739906290082,0.03931165565856487,335
49,minimal,2014,national,all,25,-0.446826571634909,1.9659159556858037,0.8202008058264139,-4.299951041411726,3.4062978981419074,955
50,minimal,2014,national,general,25,0.08852045884472096,2.2064267931036077,0.9679979570546112,-4.235996590162559,4.413037507852001,719
51,minimal,2014,national,sc,25,-2.856299410791541,6.397295356287285,0.6552466074782148,-15.394767907579952,9.68216908599687,145
52,minimal,2014,regional,all,25,0.0646662170085264,0.33914697522664095,0.8487816876373147,-0.6000496399013878,0.7293820739184406,5287
53,minimal,2014,regional,general,25,0.38496018085398537,0.3871751486890979,0.3200869795915702,-0.3738891662855868,1.1438095279935576,4377
54,minimal,2014,regional,sc,25,-0.15236455956158196,0.7889008277712858,0.8468530458688766,-1.6985817693671381,1.3938526502439743,666
55,minimal,2014,regional,st,25,-2.4594897726089133,1.392910469399973,0.07744284792564785,-5.189544126321641,0.27056458110381465,244
56,minimal,2014,independent,all,25,-0.17373229371264712,0.2972221269220186,0.5588704770355062,-0.7562769578881964,0.4088123704629022,3230
57,minimal,2014,independent,general,25,0.3167065243725878,0.31131150079724534,0.308996476958596,-0.2934528051631254,0.926865853908301,2769
58,minimal,2014,independent,sc,25,0.09077136080836204,0.09727892420578844,0.3507662341796376,-0.099891827089785,0.2814345487065091,351
59,minimal,2014,independent,st,25,-5.861999134008116,2.0342561133948367,0.0039560814315277035,-9.849067851592423,-1.8749304164238074,110
60,minimal,2019,all,all,25,0.5910979957624285,0.41277009006701926,0.1521360375202084,-0.21791651466428352,1.4001125061891404,6055
61,minimal,2019,all,general,25,0.7514139569644296,0.4641943792835965,0.10550138612266706,-0.15839030825734535,1.6612182221862044,4978
62,minimal,2019,all,sc,25,0.32658003291437365,1.0789581823147774,0.7621330555414519,-1.7881391452473911,2.4412992110761387,745
63,minimal,2019,all,st,25,-0.0878246003932952,1.6177390218722227,0.9567053237767734,-3.258534819647907,3.082885618861316,332
64,minimal,2019,national,all,25,0.3854071755169611,1.3180025247035907,0.7699673296953772,-2.197830304434939,2.9686446554688617,882
65,minimal,2019,national,general,25,0.9202251555918131,1.6279706037393142,0.5718975613472881,-2.270538595627171,4.110988906810797,662
66,minimal,2019,national,sc,25,-5.292984071265595,2.373439260026527,0.02574144307002538,-9.944839540410984,-0.6411286021202063,132
67,minimal,2019,regional,all,25,0.4608054922315311,0.37468780696353365,0.2187575861517741,-0.27356911486329094,1.195180099326353,5173
68,minimal,2019,regional,general,25,0.4664879280679181,0.38622246483505646,0.22711579889323896,-0.29049419302908003,1.2234700491649162,4316
69,minimal,2019,regional,sc,25,1.7350723762557672,1.2908764802503971,0.17891472484038884,-0.7949990335248418,4.265143786036376,613
70,minimal,2019,regional,st,25,-0.9257829047282752,1.3815446019678477,0.5027894923925278,-3.633560567620981,1.7819947581644304,244
71,minimal,2019,independent,all,25,0.22030247916602688,0.3530317674756473,0.5326077618065274,-0.4716270704847607,0.9122320288168144,3443
72,minimal,2019,independent,general,25,0.1820242635818093,0.304570792954538,0.5500789085387803,-0.41492352135189076,0.7789720485155094,2973
73,minimal,2019,independent,sc,25,1.9272162862222275,1.8501509298667451,0.2975723312436144,-1.6990129022798846,5.55344547472434,343
74,minimal,2019,independent,st,25,-1.0180730645957983,1.468140239376689,0.4880309472537985,-3.8955750580281223,1.8594289288365258,127
75,minimal,all,all,all,30,0.19862252634147587,0.22288064266475385,0.37284282785739853,-0.23821550613258308,0.6354605588155349,24380
76,minimal,all,all,general,30,0.28815005923215714,0.24992198817502342,0.2489267968154696,-0.20168803653553402,0.7779881549998483,19988
77,minimal,all,all,sc,30,0.2754990436105372,0.5920534826948984,0.6416966097303427,-0.884904459392972,1.4359025466140463,3116
78,minimal,all,all,st,30,-0.938696129754545,0.8822200913522306,0.2873215351126376,-2.667815735242553,0.7904234757334633,1276
79,minimal,all,national,all,30,-0.0696063137961046,0.8188309480527851,0.9322558728514253,-1.6744854814063515,1.535272853814142,3636
80,minimal,all,national,general,30,-0.16567629282129687,0.9765075311557986,0.8652759022900446,-2.079595884518787,1.7482432988761931,2750
81,minimal,all,national,sc,30,-0.9846926037962647,2.0572257894796673,0.6321871298894801,-5.0167810592433915,3.0473958516508626,538
82,minimal,all,national,st,30,1.8760349679950714,2.0879370350802087,0.36891303679389464,-2.2162464227494807,5.9683163587396235,348
