expected_vote_model,n_2009,rmse,mae,r2
global_mean_only,6693,14.732917651126487,12.102165886520142,-0.026820419608576174
party_national_only,6693,9.397173641071644,4.885762288633649,0.5822547913360969
party_state_baseline,6693,8.050789465692294,3.6797178721500985,0.6933846358245783
party_constituency_baseline,6693,8.002414216054142,3.6536134996497744,0.6970583207738363
implemented_model,6693,8.002414216054142,3.6536134996497744,0.6970583207738363
