n_specifications,median_female_coef,mean_female_coef,share_p_lt_0_05,share_ci_includes_zero,coef_5th_pct,coef_95th_pct
888,0.002429187314589157,-0.31401118138900763,0.21058558558558557,0.7894144144144144,-3.730315967810645,1.4484104506403463
