iteration,female_coef,female_se,female_p,winnable_gap,calibration_slope,calibration_intercept,calibration_r2,n_matched,match_rate_overall,match_rate_female,match_rate_male
34,-0.43801977581715146,0.42242356697912364,0.29977277727255225,-1.2990572488535221,0.7573328768671705,0.6679778897276848,0.601214536828581,7895,0.6549149730402323,0.6910994764397905,0.6524665662917368
35,-0.3179156879086167,0.40591707161059093,0.4335075957466642,2.5479682504519143,0.7838764941546851,0.481619003584702,0.6103245273832332,8028,0.6622669526480779,0.7023498694516971,0.6595632264882001
36,0.40622365842091995,0.4089733251398306,0.32057514856146185,10.461836696593881,0.7947721868552808,0.48781088095121916,0.6266957435116078,7940,0.6488518427719212,0.6666666666666666,0.6476589066178394
37,-0.15838016323938728,0.3926439300935233,0.6866772122228642,12.036217357976225,0.7926346931006634,0.42665421500120826,0.615331933930034,7765,0.6654953719574905,0.6885714285714286,0.6640226112326769
38,-0.6135503713527197,0.4084423857424758,0.13305291159742397,4.574119451924666,0.7865103773008975,0.4195324343807726,0.6108260540484423,7975,0.6456967047202655,0.6519065190651907,0.6452591436990813
39,-0.6669264445413681,0.4395655270420198,0.12920607519484992,-0.6011247617232449,0.7625697147103137,0.5040523924137498,0.5984487243143067,7501,0.643862660944206,0.6561643835616439,0.6430402930402931
40,-0.9460703438845361,0.4365016200970442,0.030204937570371924,-8.3260251483227,0.792731002385984,0.44393996592162943,0.622793377452767,7689,0.6333086236718557,0.6541935483870968,0.6318845680098539
41,0.6107391650023931,0.3993047190855081,0.12613892788183526,7.943652615456867,0.779590173513559,0.4885187568655131,0.608968635761483,7512,0.6347275031685679,0.621656050955414,0.635656108597285
42,-0.6923413975312442,0.4763625635557684,0.14611502879651456,-3.2279513024677016,0.7393643708479933,0.7222839225693551,0.5641404111705931,7416,0.6290609890575961,0.6435124508519003,0.6280609468528932
43,0.2157832405105668,0.46624802357652867,0.6435021114014896,0.46196785547916974,0.7742854979008583,0.6262447320981227,0.5984375377038208,7820,0.6424053232563871,0.6496732026143791,0.6419179523141655
44,0.4295165510436551,0.39598326536210426,0.2780618170193083,7.270096856621333,0.7948355557729352,0.4828220748309249,0.6341699868517343,8037,0.656832298136646,0.6505576208178439,0.6572753521742934
45,-0.25155613008075545,0.5040551141258616,0.6177337827366867,-1.4487740456124847,0.7532060607450975,0.5738797194444994,0.5879489421025902,7640,0.6422866750735603,0.6451187335092349,0.6420939211636886
46,0.9452768369646456,0.410057062381358,0.021153559712609172,7.605008043028036,0.7714628449306312,0.5624043988768777,0.586894916267088,7908,0.6607068259670816,0.6741721854304635,0.6598002496878901
47,-0.6822253229682672,0.4591362012044368,0.1373085458173072,-3.7560823510157864,0.7723882804260644,0.5883609677159192,0.6090308984968607,7651,0.6408946222147763,0.6408629441624365,0.6408968609865471
48,-0.3168489956458979,0.3876680288995123,0.41374534105394567,-3.182959621127324,0.7905652719489681,0.4328657452701607,0.6161768450467338,7800,0.6483790523690773,0.660122699386503,0.6475256353098529
49,-0.5875664324778889,0.445044905802537,0.18675464138010933,-1.5278164535263983,0.7389715366496498,0.7707602438009588,0.5638386345679436,7604,0.6347245409015025,0.6501950585175552,0.6336633663366337
50,-0.6165291637326803,0.48779362834171486,0.20626091998032325,-2.1078001840896476,0.7593239853836935,0.5335158549746629,0.5935575288430428,7731,0.6507575757575758,0.6689098250336474,0.6495465565233007
51,-0.4885477463173253,0.4171832293201246,0.24157354902242534,-8.328209128368911,0.801402115478716,0.4625558405909898,0.6127121319156077,7792,0.6431165401122483,0.7064676616915423,0.6386138613861386
52,0.056640979021978094,0.4201740613538027,0.8927671539291465,0.873619284538707,0.7704932862203465,0.5018935455311434,0.6098168849566479,7763,0.6330424855255647,0.6370757180156658,0.6327737670696704
53,-0.9774342173081569,0.41836237511641033,0.019473843803229605,-2.154403412603008,0.7553126392682231,0.5240006899783657,0.6098194485296442,7802,0.6441013786840585,0.6926952141057935,0.6406926406926406
54,0.14398637479659782,0.42722676291893386,0.7360975689219594,5.307353602072469,0.7801577031666544,0.4490726200379359,0.6077567060441944,7678,0.6533912007488725,0.6202686202686203,0.6558726673984633
55,-0.7793849609629576,0.406706114985783,0.05532253173516747,9.480171480789183,0.7818075499559722,0.413446261030925,0.626920387662964,7434,0.623291691120986,0.6207792207792208,0.6234650891816796
56,0.5330437513994206,0.45153652216369367,0.23779710842352442,0.3189663844019073,0.734678572060317,0.6549732141376824,0.5678871746650194,7792,0.6625286965394099,0.6639892904953146,0.6624296350099873
57,-0.9946295233943117,0.44506713164162837,0.02543144146063549,0.42916683890164364,0.7634086207045311,0.5716483272497679,0.6029373820193835,7854,0.6446688007879833,0.6433041301627034,0.6447645818692902
58,0.33597925641967413,0.3584020364065113,0.3485339213084152,6.889763134231644,0.7875141470754069,0.4914037698314115,0.6093432433586206,7842,0.6485279523652001,0.6398514851485149,0.6491492378589153
59,-0.3675818425615695,0.3907448800372321,0.3468479485001035,-5.545411704390464,0.7836357926546759,0.545852563355994,0.6044779116747656,7468,0.6401508657637579,0.6426799007444168,0.639963167587477
60,-0.1497260908707582,0.40511855117687945,0.7116910833292811,7.605174383186679,0.758215108356473,0.5873972870344857,0.5847426609246327,7680,0.6412290222927277,0.6476821192052981,0.6407948672250936
61,-1.191116602945891,0.46628308492301257,0.010634274712630844,-2.223747638927046,0.7698770119115255,0.5517827883670776,0.6059437437451725,7723,0.646979978218983,0.6553459119496855,0.646383055106803
62,-1.3882329285085775,0.47394492964332724,0.003399431093329816,-5.1119964565012985,0.7732077259302574,0.5523111857858671,0.607066030766314,7812,0.6464746772591857,0.640926640926641,0.6468559299548952
63,-0.4680312008956245,0.42163889679304106,0.2669867366255644,5.415117015170377,0.7600166247928207,0.5378814180699089,0.6086977921754768,7706,0.6358085808580858,0.6640926640926641,0.6338711099356431
64,-0.2590024111461505,0.3952684982236726,0.5123023647440534,-2.4628054499622607,0.7917109909301935,0.5177400570027859,0.6028414483387905,7880,0.6493613514627111,0.6926952141057935,0.6463274843488228
65,-1.1952272859993414,0.4515374700052851,0.008120530957834488,-7.241292616851645,0.7523226849009088,0.5216566537533451,0.5910331098378152,8023,0.6496882338650903,0.6906211936662606,0.6467730742539903
66,-0.37256909355959145,0.4450386491407299,0.40250195861309823,1.9324512233302773,0.7973255100136705,0.5611163893821136,0.6122700283820028,7888,0.6403117136131179,0.6591194968553459,0.6390142311697328
67,0.6011516937778084,0.43572805800765385,0.16769480330762532,-1.2161865620554355,0.7816388075483031,0.5245579079359797,0.6011245549650786,7773,0.6453835934905348,0.6317135549872123,0.6463328005682827
68,0.384821702086687,0.3974869578835128,0.33297611527106474,7.633495686848542,0.7715825098930924,0.44579679283786344,0.6008916865903098,7433,0.6149582195747497,0.6012903225806452,0.6158946251768034
69,-0.292699269758172,0.3504855792848455,0.4036473314274064,13.965615630533158,0.7711969503619467,0.48978943142944964,0.6126051438474669,8321,0.6702916062510069,0.6787878787878788,0.6696867719389076
70,-0.6495839798920732,0.39397638355067993,0.09919084200029912,-1.4595125440059675,0.7548759664808068,0.678986651382917,0.5855774761607577,7697,0.6611406974746608,0.6909547738693468,0.6589526092568689
71,0.23123155590565606,0.43591506207162023,0.595799313137674,3.150597250504287,0.7797202282699833,0.5219145098739093,0.5872143644347847,7715,0.6486463763241971,0.6286472148541115,0.65
72,0.37659414385220835,0.3648952520632137,0.30204356141960265,12.17327551615506,0.7772946333331189,0.49249478946355846,0.6055958957707794,7732,0.6424594931449937,0.6598360655737705,0.6413341590728125
73,-0.8026420672415157,0.48818455400007055,0.10014800011345742,-5.361314083437035,0.7741556856269748,0.587749091496577,0.5849830593077733,7759,0.6536096369303345,0.6452410383189122,0.6542216597360333
74,-0.9572428825803968,0.4675281101421539,0.04061340659792249,-0.37757222048553984,0.8059019912847956,0.41670978821754995,0.6281230775325508,7682,0.6441928721174004,0.6337047353760445,0.6448648166324619
75,0.28161364447655457,0.4057903258408511,0.4876896914469153,2.277094960159692,0.7629759966565288,0.47621483232235956,0.6200926202063703,7725,0.647635814889336,0.6693017127799736,0.6461634882263407
76,-1.2156336790703544,0.46091934236849175,0.00835415788632341,-6.099707988655759,0.7271198788337873,0.7012127454355556,0.5640815217824897,7635,0.6464312928625857,0.6555269922879178,0.645789903018218
77,-0.4501291239945474,0.4238208326349051,0.2882020527469059,-0.7706866768750107,0.7783283133943348,0.4804084952476317,0.6212062473006692,7594,0.6414393107525973,0.6723237597911227,0.6393028086336133
78,-1.5076945877649715,0.42223521225966953,0.0003559663055207516,-3.322862680085816,0.7785353325684371,0.5134140521481488,0.6217779527466591,7699,0.6378096263772678,0.6767676767676768,0.6350740313857611
79,-0.5317658709266033,0.46417995117691396,0.2519595211152982,-3.873022925199937,0.721908865013127,0.5830052441370527,0.5807445440787307,7725,0.6535532994923858,0.6727509778357236,0.6522211164389758
80,-0.7671206138224733,0.4630269535557652,0.09756972010912486,-1.6012048836860124,0.7481605223983713,0.5769552026331677,0.5901494311930181,7808,0.652569995821145,0.6383561643835617,0.6534935469514909
81,0.04288652827101091,0.4023646079501435,0.9151172400138446,9.638413962096157,0.7819322215915343,0.46837197285586635,0.616119924142193,7549,0.6322445561139028,0.649167733674776,0.6310601308360965
82,-1.0917499722003106,0.46066704171643486,0.017791314392671516,-3.272281653545136,0.7658340486063461,0.5936598199713529,0.6120092295390132,7888,0.6543885847021735,0.64125,0.6553225519815177
83,-0.12289319787614743,0.3664481285695058,0.7373511637737045,4.48311126789603,0.7908245229227131,0.44036954963213604,0.6242623690942988,8026,0.6544357469015003,0.6696315120711563,0.6533937440097587
84,-0.034217024571350396,0.40566987700492424,0.9327805695006715,5.837303854135113,0.7764382361994695,0.49487658830605197,0.5838376376402412,7542,0.6442299478944221,0.6658064516129032,0.6427003293084522
85,-0.12247790127038748,0.3888177193376602,0.752761029610624,0.006166680186073137,0.7661378105497989,0.5280717775072153,0.6114116614359835,7682,0.650796340223653,0.6641221374045801,0.6498457070248684
86,0.07796426692817421,0.4101469032231693,0.849239671954829,4.023153267578769,0.759664390820855,0.5975615575812345,0.5997960175396067,7616,0.6403228518580797,0.672972972972973,0.638156715079792
87,-0.9715818646946991,0.42536908211716,0.022366159571486553,-8.880410497576102,0.7876857499821093,0.47404941384566185,0.6167558490001258,7731,0.6503743585429461,0.6438896189224704,0.6508179040086285
88,0.5045123809178776,0.40845329203004405,0.2167643921274851,11.384620847950018,0.7697305499835878,0.570020898159932,0.6012233551496281,7807,0.6734817115251898,0.6568877551020408,0.6746854182087343
89,0.0815825890606755,0.4219712399421117,0.846695170926609,7.907136259580428,0.7653826368440537,0.5057296858446505,0.5953637418108452,7902,0.6516575952498763,0.6744791666666666,0.6501144567705582
90,0.1014895313223841,0.4004781970758039,0.7999430054445557,3.8629194276635292,0.7932502684937228,0.44970347970766994,0.6184458871443206,7934,0.6580955540809555,0.6810673443456162,0.6564912592066732
91,-0.4546463820613402,0.4418563056689336,0.3035049404030088,0.6184627327117713,0.7864795032991069,0.5149509477788955,0.5975658498952754,7715,0.6351885394368516,0.6503225806451612,0.6341570662210887
92,-0.08433373718376685,0.47187434948952,0.8581569761293785,-6.030630650126136,0.7779602364967764,0.5086686951909616,0.6035099571398879,7604,0.6397980647875473,0.6567741935483871,0.6386138613861386
93,0.16295597124711736,0.4442372790022686,0.7137518565449873,7.809720130825346,0.7566585487134245,0.6151164594904946,0.5907193391032417,7556,0.6404475334802509,0.6219178082191781,0.6416696783520058
94,0.5727202117079598,0.4251562477428248,0.17795391313068265,1.5970363040965783,0.7443937264045399,0.494183564366016,0.5988764975007634,7620,0.6358477970627503,0.6516129032258065,0.6347577839236328
95,0.2663137240731121,0.4032232997532576,0.5089573055937708,1.9914611130901836,0.762072295900579,0.5596644317009534,0.6110198527932871,7818,0.6358165256994145,0.6454767726161369,0.6351280710925248
96,-0.6472617943539342,0.4409542159248276,0.1421405678613521,5.77705443198707,0.7402201827072924,0.5834941395274433,0.5922593105028877,7890,0.6451876686564724,0.6266149870801033,0.6464426014840681
97,-1.7230790055416376,0.43223323927903967,6.706741743745517e-05,-2.4414432604278318,0.7509779857621877,0.5073417835760898,0.601701907704845,7906,0.6495768630350834,0.6638349514563107,0.6485414647043272
98,-1.1765117604912598,0.42728519907141294,0.005896937361690471,-4.835734150793435,0.7371310046113703,0.6050641785766394,0.5950573479513824,7739,0.6440579227696405,0.680306905370844,0.6415346270251023
99,0.5227703730196728,0.4812183691186396,0.27732527863006506,-0.9231780643469598,0.7731602165642751,0.5273710537976747,0.5839755339482,7399,0.6258670275757063,0.6119592875318066,0.6268575570859007
