review_id,PARL_ROW_ID,MYNETA_ROW_ID,YEAR,PC,parliament_name,parliament_party,myneta_name,myneta_party,match_score,name_score,party_score,review_priority,decision,evidence_reference,reviewer,reviewed_at_utc,notes
160,3801,6432,2009,DHULE,KAVAYATRI-SONKANYA SAU. THAKUR RAJANI BHAGWAN,BBM,KAVAYATRI-SONKANYA THAKUR RAJANI BAGWAN,BBM,0.9457831325301205,0.9397590361445783,1.0,P4,,,,,
161,3824,5709,2009,DIAMOND HARBOUR,HARUNAL RASID KAJI,NCP,HARUNAL RASHID KAJI,NCP,0.9756756756756757,0.972972972972973,1.0,P2,,,,,
162,3877,9639,2009,DINDORI,SHANKAR DEORAM GANGURDE,IND,SHANKAR DEORAM GANGUDE,IND,0.98,0.9777777777777777,1.0,P1,,,,,
163,4069,9717,2009,ERNAKULAM,SHERIF MOHAMMED,BSP,Sherief Mohammed,BSP,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
164,4219,9265,2009,FARIDABAD,SAMSUDDIN,IND,SAMSUDIN,IND,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
165,4221,5703,2009,FARIDABAD,HARSH BHATIA,IND,HARSH BHATIYA,IND,0.964,0.96,1.0,P3,,,,,
166,4276,7288,2009,FARRUKHABAD,MITHLESH KUMARI,BJP,MITHALESH KUMARI,BJP,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
167,4279,9091,2009,FARRUKHABAD,RISHIDUTT,ABHM,RISHI DUTT,ABHM,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
168,4284,8754,2009,FARRUKHABAD,RAMSHARAN,BNRP,RAM SHARAN,BNRP,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
169,4328,9517,2009,FATEHPUR SIKRI,SEEMA UPADHYAY,BSP,SEEMA UPADHAYAY,BSP,0.9689655172413794,0.9655172413793104,1.0,P3,,,,,
170,4333,9445,2009,FATEHPUR SIKRI,SATISH CHANDR,IND,SATISH CHANDRA,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
171,4339,4256,2009,FATEHPUR SIKRI,BENI PRASHAD AGARWAL,IND,BENI PRASAD AGARWAL,IND,0.9769230769230769,0.9743589743589743,1.0,P2,,,,,
172,4448,6263,2009,GANDHINAGAR,KALPESHKUMAR RAJANIKANT MODI,IND,KALPESHKUMAR RAJNIKANT MODI,IND,0.9836363636363636,0.9818181818181818,1.0,P1,,,,,
173,4569,8696,2009,GAYA,RAMKISHORE PASWAN,IND,Ram Kishore Paswan,IND,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
174,4573,3580,2009,GAYA,AMARNATH PRASAD,IND,Amar Nath Prasad,IND,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
175,4576,6572,2009,GAYA,KRISHNA CHOUDHARY,IND,Krishna Chaudhary,IND,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
176,4773,6516,2009,GONDA,KIRTI VARDHAN SINGH (RAJA BHAIYA),BSP,KIRTI VARDHAN SINGH RAJA BAIYA,BSP,0.9852459016393442,0.9836065573770492,1.0,P1,,,,,
177,4784,3535,2009,GONDA,AKHILENDRA KUMAR PATHAK,IND,AKILENDRA KUMAR PATHAK,IND,0.98,0.9777777777777777,1.0,P1,,,,,
178,4791,5323,2009,GONDA,GANGA DHAR SHUKLA,IND,GAGNGA DHAR SHUKLA,IND,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
179,4807,8296,2009,GOPALGANJ,PURNMASI RAM,JD(U),PURNAMASI RAM,JD(U),0.964,0.96,1.0,P3,,,,,
180,4810,8921,2009,GOPALGANJ,RAMAI RAM,INC,Rami Ram,INC,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
181,4814,4933,2009,GOPALGANJ,DHARMENDRA KUMAR HAZRA,IND,DHARMENDRA KUMAR HAJARA,IND,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
182,4816,9248,2009,GOPALGANJ,SHAMBHU DOM,IND,SAMBHU DOM,IND,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
183,4820,4990,2009,GOPALGANJ,DINANATH MANJHI,IND,DINA NATH MANJHI,IND,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
184,4832,3387,2009,GORAKHPUR,ADITYANATH,BJP,ADITYA NATH,BJP,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
185,4835,6718,2009,GORAKHPUR,LALCHAND NISHAD,INC,LAL CHAND NISHAD,INC,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
186,4837,7781,2009,GORAKHPUR,NIRANJAN PRASAD,IND,NIRANRAN PRASAD,IND,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
187,4840,5683,2009,GORAKHPUR,HARISHCHANDRA,IND,HARISH CHANDRA,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
188,4850,8407,2009,GORAKHPUR,RAJBAHADUR,IJP,RAJ BAHADUR,IJP,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
189,4852,8426,2009,GORAKHPUR,RAJMANI,BEP,RAJ MANI,BEP,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
190,4900,7902,2009,GUNA,P.MAHESH CHANDAR SHASHTRI,IND,P.MAHESH CHANDRA SHASHTRI,IND,0.964,0.96,1.0,P3,,,,,
191,4960,9423,2009,GURGAON,SATINDER SINGH THAKRAN,IND,SATENDER SINGH THAKRAN,IND,0.9590909090909091,0.9545454545454546,1.0,P3,,,,,
192,4963,6667,2009,GURGAON,KUSHESHWAR BHAGAT,IND,KUSHESWAR BHAGAT,IND,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
193,4966,3578,2009,GURGAON,AMAR MOHMMAD,IND,AMAR MOHAMMAD,IND,0.964,0.96,1.0,P3,,,,,
194,4998,8737,2009,GWALIOR,RAM RATAN KUSWAH,IND,RAM RATAN KUSHWAH,IND,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
195,5012,4765,2009,HAJIPUR,DASAI CHOUDHARY,INC,DASAI CHOWDHARY,INC,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
196,5056,8220,2009,HAMIRPUR,"PREETAM SINGH LODHI ""KISAAN""",BJP,"PREETAM SINGH LODHI ""KISSAN""",BJP,0.9653846153846154,0.9615384615384616,1.0,P3,,,,,
197,5150,6175,2009,HASSAN,K. H. HANUME GOWDA,BJP,K. H. Hanumegowda,BJP,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
198,5188,3803,2009,HATKANANGLE,ARUN ALIAS SHAM BAJARANG BUCHADE,IND,ARUN ALIAS SHAM BAJARNAG BUCHADE,IND,0.971875,0.96875,1.0,P2,,,,,
199,5195,9766,2009,HAVERI,SHIVKUMARGOUD SHIDLINGANGOUDA PATIL,JD(S),SHIVAKUMARGOUDA SHIDDALINGANGOUDA PATIL,JD(S),0.9513513513513513,0.9459459459459459,1.0,P3,,,,,
200,5199,5784,2009,HAVERI,IGALA DILLEPPA KARIYAPPA,BSP,IGAL DILLPPA KARIYAPPA,BSP,0.9608695652173913,0.9565217391304348,1.0,P3,,,,,
201,5202,5872,2009,HAVERI,JAGADEESH YANKAPPA DODMANI,IND,JAGADEESH YANKAPPA DODDAMANI,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
202,5203,5264,2009,HAVERI,FAKKIRESH SHAMBU BIJAPUR,IND,FAKKIRESH SHAMBHU BIJAPUR,IND,0.9816326530612245,0.9795918367346939,1.0,P1,,,,,
203,5229,7214,2009,HAZARIBAGH,MD. MOINUDDIN AHMAD,IND,MD. MOINUDDIN AHMED,IND,0.95,0.9444444444444444,1.0,P3,,,,,
204,5259,10560,2009,HINGOLI,UTTAMRAO DAGADUJI BHAGAT,PRCP,UTTAMRAO DAGADUJI BHAGAT,PRBP,0.9750000000000001,1.0,0.75,P2,,,,,
205,5347,5602,2009,HOSHANGABAD,HAJEE SYID MUEEN UDDIN,SP,HAJAEE SYID MUEEN UDDIN,SP,0.98,0.9777777777777777,1.0,P1,,,,,
206,5390,8654,2009,HOWRAH,RAMAVTAR GUPTA,BSP,RAM AVTAR GUPTA,BSP,0.9689655172413794,0.9655172413793104,1.0,P3,,,,,
207,5423,6885,2009,HYDERABAD,M.A. HABEEB,IND,Ma Habeeb,IND,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
208,5541,9279,2009,JADAVPUR,SANDHYA MONDAL,BSP,SANDHAYA MONDAL,BSP,0.9689655172413794,0.9655172413793104,1.0,P3,,,,,
209,5576,3766,2009,JAHANABAD,ARVIND PRASAD SINGH,IND,Arbind prasad singh,IND,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
210,5582,5894,2009,JAHANABAD,JAGDISH YADAV,IND,Jagdis Yadav,IND,0.964,0.96,1.0,P3,,,,,
211,5588,7988,2009,JAHANABAD,PRABHAT KUMAR RANJAN,IND,Parbhat Kumar Ranjan,IND,0.955,0.95,1.0,P3,,,,,
212,5589,9930,2009,JAHANABAD,SIYA RAM PRASAD,IND,SIYARAM PRASAD,IND,0.9689655172413794,0.9655172413793104,1.0,P3,,,,,
213,5611,8595,2009,JAIPUR,RAJ KUMAR,IND,RAJKUMAR,IND,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
214,5612,9897,2009,JAIPUR,SITA RAM BAIRWA,IND,SITA RMA BAIRWA,IND,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
215,5634,8727,2009,JAIPUR RURAL,RAMNIWAS YADAV,JD(U),RAM NIWAS YADAV,JD(U),0.9689655172413794,0.9655172413793104,1.0,P3,,,,,
216,5642,8368,2009,JAIPUR RURAL,RADHEYSHYAM MEENA,IND,RADHEY SHYAM MEENA,IND,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
217,5643,10837,2009,JAIPUR RURAL,VRADHICHAND KUMAWAT,IND,VRADHI CHAND KUMAWAT,IND,0.9769230769230769,0.9743589743589743,1.0,P2,,,,,
218,5646,7160,2009,JAIPUR RURAL,MATADEEN DHANKA,IND,MATADEEN DHANAKA,IND,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
219,5787,4848,2009,JALORE,DEVJI PATEL,BJP,DEV JI PATEL,BJP,0.9608695652173913,0.9565217391304348,1.0,P3,,,,,
220,5797,4100,2009,JALORE,BAGDARAM,IND,BAGDA RAM,IND,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
221,5798,4306,2009,JALORE,BHANWAR LAL WAGELA,IND,BHANWAR LAL WAGHELA,IND,0.9756756756756757,0.972972972972973,1.0,P2,,,,,
222,5807,4624,2009,JALORE,CHAGANLAL MEGHWAL,IND,CHHAGAN LAL MEGHWAL,IND,0.95,0.9444444444444444,1.0,P3,,,,,
223,5808,8090,2009,JALORE,POKARA RAM,IND,POKRA RAM,IND,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
224,5823,5664,2009,JALPAIGURI,HARI BHAKTA SARDAR,IND,Haribhakta Sardar,IND,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
225,5925,10135,2009,JAMSHEDPUR,SUMAN MAHATO,JMM,SUMAN MAHTO,JMM,0.9608695652173913,0.9565217391304348,1.0,P3,,,,,
226,5964,4417,2009,JAMUI,BILAKSHAN RABIDAS,IND,BILAKSHAN RAVIDAS,IND,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
227,6165,8615,2009,JODHPUR,RAJU RAM,BSP,RAJURAM,BSP,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
228,6176,4532,2009,JODHPUR,CHAMPALAL,IND,CHAMPA LAL,IND,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
229,6326,4474,2009,KAISERGANJ,BRIJBHUSHAN SHARAN SINGH,SP,BRIJBHUSHAN SARAN SINGH,SP,0.9808510638297872,0.9787234042553191,1.0,P1,,,,,
230,6328,5061,2009,KAISERGANJ,DR LALTA PRASAD MISHRA ALIAS DR L P MISHRA,BJP,DR LALTA PRASAD MISHRA ALIS DR L P MISHRA,BJP,0.9873239436619718,0.9859154929577465,1.0,P1,,,,,
231,6340,8415,2009,KAISERGANJ,RAJ KISHOR SINGH,IND,RAJ KISHORE SINGH,IND,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
232,6437,7323,2009,KALYAN,MOHHAMAD YUSUF FAROOKH KHAN,IND,MOHAMMAD YUSUF FAROOKH KHAN,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
233,6438,9866,2009,KALYAN,SIDDIQUE ASFAQUE ALI,IND,SIDDIQUE ASHFAQUE ALI,IND,0.9780487804878049,0.975609756097561,1.0,P2,,,,,
234,6447,4303,2009,KALYAN,BHANUSHALI LAXMIDAS VELJI,IND,BHANUSHALI LAXMINDAS VELJI,IND,0.9823529411764705,0.9803921568627451,1.0,P1,,,,,
235,6472,6913,2009,KANCHEEPURAM,MAGESHKUMAR.E,IND,MAGESH KUMAR.E,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
236,6484,9120,2009,KANDHAMAL,RUDRAMADHAB RAY,BJD,Rudra Madhab Ray,BJD,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
237,6488,6285,2009,KANDHAMAL,KAMALAKANT PANDEY,IND,Kamala Kanta Pandey,IND,0.95,0.9444444444444444,1.0,P3,,,,,
238,6492,5442,2009,KANDHAMAL,GHORABAN BEHERA,IND,Ghorabana Behera,IND,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
239,6517,7188,2009,KANKER,MAYARAM NETAM (FULSINGH SILADAR),IND,Mayaram Netam (Fulsingh Siledar),IND,0.97,0.9666666666666667,1.0,P2,,,,,
240,6520,5954,2009,KANKER,JALSINGH SHORI,CSP,Jalsingh Sori,CSP,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
241,6563,4155,2009,KANNIYAKUMARI,BALASUBRAMONIAN T,ABHM,BALASUBRAMANIAN T,ABHM,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
242,6589,6094,2009,KANNUR,JOHNSON ALIAS SUNNY AMBATT,IND,Johnson Alias Sunny Ambattu,IND,0.9830188679245283,0.9811320754716981,1.0,P1,,,,,
243,6644,10533,2009,KARAKAT,UPENDRA KUMAR SHARMA,BSP,Upendar Kumar Sharma,BSP,0.955,0.95,1.0,P3,,,,,
244,6659,5351,2009,KARAULI-DHOLPUR,GANGARAM,IND,GANARAM,IND,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
245,6664,9798,2009,KARAULI-DHOLPUR,SHREELAL KHARE,LJP,SHREE LAL KHARE,LJP,0.9689655172413794,0.9655172413793104,1.0,P3,,,,,
246,6668,4307,2009,KARAULI-DHOLPUR,BANWARI,IND,BHANWARI,IND,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
247,6785,10348,2009,KARUR,THAMBIDURAI.M,ADMK,TAMBIDURAI.M,ADMK,0.964,0.96,1.0,P3,,,,,
248,6838,3299,2009,KASARAGOD,ABBAS MOTHALAPPARA,IND,Abbas Muthalappara,IND,0.95,0.9444444444444444,1.0,P3,,,,,
249,6864,7109,2009,KATIHAR,MANOJ PARASHAR,IND,MANOJ PARASAR,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
250,6901,8780,2009,KENDRAPARA,RAMA KRISHNA DASH,CPI(ML)(L),Rama krushna Dash,CPI(ML)(L),0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
251,6909,10875,2009,KEONJHAR,YASHBANT NARAYAN SINGH LAGURI,BJD,Yashbanta Narayan Singh Laguri,BJD,0.9847457627118644,0.9830508474576272,1.0,P1,,,,,
252,7013,6998,2009,KHAMMAM,MALLAVARAPU JEREMIAH,IND,Mallavarapu Jeremaih,IND,0.955,0.95,1.0,P3,,,,,
253,7048,6992,2009,KHARGONE,MAKANSINGH SOLANKI (BABUJI),BJP,MAKNSINGH SOLANKI (BABUJI),BJP,0.9816326530612245,0.9795918367346939,1.0,P1,,,,,
254,7050,4287,2009,KHARGONE,BHAI KIRANSINGH BADOLE (KIRESH),CPI,BHAI KIRNSINGH BADOLE (KIRESH),CPI,0.9842105263157894,0.9824561403508771,1.0,P1,,,,,
255,7056,5277,2009,KHARGONE,FIFA SINGH THAKUR,IND,FIFASINGH THAKUR,IND,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
256,7113,6388,2009,KHUNTI,KARIA MUNDA,BJP,KARIYA MUNDA,BJP,0.9608695652173913,0.9565217391304348,1.0,P3,,,,,
257,7144,10386,2009,KISHANGANJ,TASLEEM UDDIN,RJD,TASLEEMUDDIN,RJD,0.964,0.96,1.0,P3,,,,,
258,7169,6777,2009,KODARMA,LAXAMAN SAWARNKAR,BJP,Laxman Swarnkar,BJP,0.94375,0.9375,1.0,P4,,,,,
259,7230,4629,2009,KOLHAPUR,CHHATRAPATI SAMBHAJIRAJE SHAHU,NCP,CHHATRPATI SAMBHAJIRAJE SHAHU,NCP,0.9847457627118644,0.9830508474576272,1.0,P1,,,,,
260,7232,6301,2009,KOLHAPUR,KAMBLE SUHAS NIVRUTTI,BSP,KAMBLE SUHAS NIVRUTI,BSP,0.9780487804878049,0.975609756097561,1.0,P2,,,,,
261,7234,6298,2009,KOLHAPUR,KAMBLE MARUTI RAVALU,BBM,KAMBLE MARUTI RAVELU,BBM,0.955,0.95,1.0,P3,,,,,
262,7278,7530,2009,KOLLAM,N.PEETHAMBARAKURUP,IND,N Peethambara Kurup,IND,0.9756756756756757,0.972972972972973,1.0,P2,,,,,
263,7279,8323,2009,KOLLAM,R.ZAKIEER HUSSAIN,IND,R Zakeer Hussain,IND,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
264,7308,5619,2009,KOPPAL,HANDI RAFIQ SAB,IND,Handi Rafiqsab,IND,0.9689655172413794,0.9655172413793104,1.0,P3,,,,,
265,7316,5505,2009,KOPPAL,GOUSIABEGUM,IND,GOUSIA BEGUM,IND,0.9608695652173913,0.9565217391304348,1.0,P3,,,,,
266,7330,4604,2009,KORBA,CHARAN DAS MAHANT,INC,Charandas Mahant,INC,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
267,7334,10664,2009,KORBA,VIJAY LAXMI SHARMA,BSP,Viay Laxmi Sharma,BSP,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
268,7346,4523,2009,KORBA,CHAITI DEVI MAHANT,CSP,Chaitidevi Mahant,CSP,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
269,7361,9848,2009,KOTA,SHYAM SUNDER SHARMA,IND,SHYAM SUNDAR SHARMA,IND,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
270,7364,8692,2009,KOTA,RAM KRISHAN SHARMA,IND,RAM KIRISHAN SHARMA,IND,0.9756756756756757,0.972972972972973,1.0,P2,,,,,
271,7383,10230,2009,KOTTAYAM,SURESHKUMAR T.R,IND,Suresh Kumar  T R,IND,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
272,7386,10232,2009,KOTTAYAM,SURESHKUMAR K,IND,Suresh Kumar K,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
273,7393,6107,2009,KOTTAYAM,JOSE MATHEW,IND,Jose Matew,IND,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
274,7408,7860,2009,KOZHIKODE,P.A. MOHAMMED RIYAS,IND,P A Mohamed Riyas,IND,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
275,7410,6147,2009,KOZHIKODE,K. MUHAMMED RIYAS,IND,K Muhamed Riyas,IND,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
276,7452,4798,2009,KRISHNANAGAR,DEBABRATA MAJUMDAR,BSP,DEBABRATA MAJUMDER,BSP,0.95,0.9444444444444444,1.0,P3,,,,,
277,7455,9932,2009,KRISHNANAGAR,SK. DOULAT HOSSAIN,NCP,SK. DAULAT HOSSAIN,NCP,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
278,7505,10876,2009,KURUKSHETRA,YASH PAL,IND,YASHPAL,IND,0.9400000000000001,0.9333333333333333,1.0,P4,,,,,
279,7608,3295,2009,LATUR,AWALE JAYWANT GANGARAM,INC,AAWALE JAYWANT GANGARAM,INC,0.98,0.9777777777777777,1.0,P1,,,,,
280,7610,3412,2009,LATUR,ADV. BABASAHEB SADASHIVRAO GAIKWAD,BSP,ADV. BABASAHEB SADSHIVRAO GAIKWAD,BSP,0.9842105263157894,0.9824561403508771,1.0,P1,,,,,
281,7612,4077,2009,LATUR,BABURAO SATYAWAN POTBHARE,BBM,BABURAO SATYAWAN POTHHARE,BBM,0.964,0.96,1.0,P3,,,,,
282,7614,7768,2009,LATUR,NILANGEKAR AVINASH MADHUKARRAO,IND,NILANGAEKAR AVINASH MADHUKARRAO,IND,0.9852459016393442,0.9836065573770492,1.0,P1,,,,,
283,7617,3296,2009,LATUR,AWCHARE VIJAYKUMAR BABRUWAN,IND,AAWCHARE VIJAYKUMAR BABRUWAN,IND,0.9836363636363636,0.9818181818181818,1.0,P1,,,,,
284,7625,10270,2009,LATUR,SASANE ATUL GANGARAM,ARP,SUSANE ATUL GANGARAM,ARP,0.955,0.95,1.0,P3,,,,,
285,7639,10060,2009,LOHARDAGA,SUDARSHAN BHAGAT,BJP,Sudershan Bhagat,BJP,0.94375,0.9375,1.0,P4,,,,,
286,7763,9047,2009,LUDHIANA,RAVINDER KUMAR S/O MANNA LAL,IND,RAVINDER KUMAR S/O MUNNA LAL,IND,0.9678571428571429,0.9642857142857143,1.0,P3,,,,,
287,7802,10116,2009,MACHHLISHAHR,SUKHRAJ DINKAR,RSBP,SUKHRAJ DINKAR,RSP,0.9857142857142858,1.0,0.8571428571428571,P1,,,,,
288,7816,4364,2009,MACHILIPATNAM,BHOGADI RAMA DEVI,BJP,Bhogadi Ramadevi,BJP,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
289,7875,5767,2009,MADHUBANI,HUKMADEO NARAYAN YADAV,BJP,HUKM DEO NARAYAN YADAV,BJP,0.9590909090909091,0.9545454545454546,1.0,P3,,,,,
290,8070,8125,2009,MAHARAJGANJ,PRABHU NATH SINGH,JD(U),Prabhunath Singh,JD(U),0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
291,8071,10381,2009,MAHARAJGANJ,TARKESHWAR SINGH,INC,Tarkeswar Singh,INC,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
292,8072,8343,2009,MAHARAJGANJ,RAVINDRA NATH MISHRA,BSP,Rabindra Nath Mishra,BSP,0.955,0.95,1.0,P3,,,,,
293,8083,5367,2009,MAHARAJGANJ,GANESH SHANKER PANDEY,BSP,GANESH SHANKAR PANDEY,BSP,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
294,8114,7639,2009,MAHASAMUND,NARAYANDAS INQALAB GANDHI,IND,Narayan Das Inqalab Gandhi,IND,0.9823529411764705,0.9803921568627451,1.0,P1,,,,,
295,8118,6503,2009,MAHASAMUND,KIRAN KUMAR DHRUW,JMM,Kiran Kumar Dhruv,JMM,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
296,8119,6483,2009,MAHASAMUND,"KHEDUBHARTI ""SATYESH""",IND,Khedhubharti (Satyesh),IND,0.9769230769230769,0.9743589743589743,1.0,P2,,,,,
297,8214,9408,2009,MALKAJGIRI,SARVEY SATHYANARAYANA,INC,SARVEY SATYANARAYANA,INC,0.9780487804878049,0.975609756097561,1.0,P2,,,,,
298,8222,6822,2009,MALKAJGIRI,LT.COL. (Retd.) DUSERLA PAPA RAIDU,IND,Lt.Col.(Retd) Duserla Paparaidu,IND,0.98,0.9777777777777777,1.0,P1,,,,,
299,8227,6344,2009,MALKAJGIRI,KANTE KANAKAIAH GANGAPUTRA,IND,Kante Kanakaiah Ganagaputra,IND,0.9830188679245283,0.9811320754716981,1.0,P1,,,,,
300,8309,6556,2009,MANDYA,KOWDLE CHANNAPPA,JD(U),Kowdley Channappa,JD(U),0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
301,8371,9847,2009,MATHURA,SHYAMSUNDAR,IND,SHYAM SUNDAR,IND,0.9608695652173913,0.9565217391304348,1.0,P3,,,,,
302,8437,7044,2009,MAYILADUTHURAI,MANIYAN O.S.,ADMK,MANIAN O.S,ADMK,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
303,8521,5168,2009,MEERUT,DR. SURENDER KUMAR KHATRI,IND,DR. SURENDAR KUMAR KHATRI,IND,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
304,8522,6582,2009,MEERUT,KRISHNAPAL,IND,KRISHNA PAL,IND,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
305,8592,8358,2009,MIRZAPUR,RADHE SHYAM,BRPP,RADHE SHYAM,BRP,0.9857142857142858,1.0,0.8571428571428571,P1,,,,,
306,8689,7717,2009,MORADABAD,NATHU SINGH,IND,NATTHU SINGH,IND,0.9608695652173913,0.9565217391304348,1.0,P3,,,,,
307,8767,10606,2009,MUMBAI NORTH,VASHRAMBHAI MOHANBHAI PATEL,IND,VASHRAMBHAI MAHANBHAI PATEL,IND,0.9666666666666666,0.9629629629629629,1.0,P3,,,,,
308,8779,9853,2009,MUMBAI NORTH,SHYAM TIPANNA KURADE,IND,SHYAM TIPANNA KURHADE,IND,0.9780487804878049,0.975609756097561,1.0,P2,,,,,
309,8792,8588,2009,MUMBAI NORTH CENTRAL,RAJKAMAL JAISINGH YADAV,IND,RAJKAMAL JAISINH YADAV,IND,0.98,0.9777777777777777,1.0,P1,,,,,
310,8801,7296,2009,MUMBAI NORTH CENTRAL,MOHAMAD YAHIYA SIDDIQUE,IND,MOHAMAD YAHIYA SIDDHIQUE,IND,0.9808510638297872,0.9787234042553191,1.0,P1,,,,,
311,8832,4941,2009,MUMBAI NORTH EAST,DHARMPAL BHAGWAN MESHRAM,IND,DHARPAL BHAGWAN MESHRAM,IND,0.9808510638297872,0.9787234042553191,1.0,P1,,,,,
312,8835,10390,2009,MUMBAI NORTH EAST,TATYASAHEB REVDEKAR,IND,TATVASAHEB REVDEKAR,IND,0.9526315789473684,0.9473684210526315,1.0,P3,,,,,
313,8884,9507,2009,MUMBAI SOUTH,SAYED ATHER ALI,SP,SAYYED ATHER ALI,SP,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
314,8887,4650,2009,MUMBAI SOUTH,CHIRAG KANTILAL JETHVA,KKJHS,CHIRAG KANTILAL JETHAVA,KKJHS,0.98,0.9777777777777777,1.0,P1,,,,,
315,8892,6490,2009,MUMBAI SOUTH,KHIMJI CHIMAN MAKWANA,IND,KHIMJI CHIMAN MAKVANA,IND,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
316,8924,10476,2009,MUMBAI SOUTH CENTRAL,TRIYOGINATH DUBEY,IND,TRIYOGINATH DUBE,IND,0.9727272727272728,0.9696969696969697,1.0,P2,,,,,
317,8965,4654,2009,MURSHIDABAD,CHITTA RANJAN MONDAL,BSP,CHITTA RANJAN MANDAL,BSP,0.955,0.95,1.0,P3,,,,,
318,9021,9489,2009,MUZAFFARNAGAR,SATYAVEER,IND,SATYVEER,IND,0.9470588235294117,0.9411764705882353,1.0,P4,,,,,
319,9067,3376,2009,MYSORE,ADAGUR H VISHWANATH,INC,ADAGUR H. VISWANATH,INC,0.9756756756756757,0.972972972972973,1.0,P2,,,,,
320,9068,4507,2009,MYSORE,C.H.VIJAYASHANKAR,BJP,C.H.VIJAYA SHANKAR,BJP,0.9742857142857143,0.9714285714285714,1.0,P2,,,,,
321,9124,5580,2009,NAGARKURNOOL,GUVVALA BALARAJU,TRS,Guvvala Balaraj,TRS,0.9709677419354839,0.967741935483871,1.0,P2,,,,,
322,9126,10331,2009,NAGARKURNOOL,DR. T. RATNAKARA,BJP,T. Ratnakar,BJP,0.9571428571428571,0.9523809523809523,1.0,P3,,,,,
