iteration,female_coef,female_se,female_p,winnable_gap
66,-0.39812541993247114,0.38056414396243393,0.29549391747360476,1.3411940278053955
67,-0.5009459305377667,0.3534907120579341,0.1564419147102118,0.39622314032021677
68,-0.7100583672255931,0.3776036775204351,0.0600491072454923,-0.38404584799516517
69,-0.6966196935009269,0.3936276245273841,0.07676997993409951,-0.15145989238789337
70,0.22560088493429248,0.3779099151452164,0.5505274050875895,1.7660011674681346
71,-0.8703081204514471,0.36255960535123577,0.016374691241412897,-1.58878026063062
72,-1.1521680308908535,0.3996533306118448,0.003940092096339597,-1.3733951350816005
73,-0.09788196417122666,0.4044826908151034,0.80878561718856,1.2763673533718567
74,-0.6371209930197445,0.3692645734565901,0.08445936276298341,0.1929305939376662
75,0.08042878938731611,0.38474343779170683,0.8344129119613846,1.6097796465721155
76,-0.3468054932264799,0.3719536173450548,0.3511354831727088,-0.4248599360399252
77,-0.4102401043878877,0.3584962014432721,0.2524843244633558,0.995186008989299
78,-0.9991790437382251,0.37354807289437236,0.007476628553103698,-2.0221316030463194
79,-1.021894873876924,0.3766207426488378,0.006661152904934144,-3.0285218833413996
80,-0.2449790930166073,0.3693423783999044,0.5071483301056046,-0.7470825001368864
81,-0.5171154861377389,0.3753829999801435,0.1683368072323228,-0.8657446149014181
82,-0.8143468139024637,0.3725709782809502,0.028833940303110657,0.8394353819227547
83,-0.3874826239304769,0.36799097060645997,0.2923557735382847,0.9393891936854315
84,0.02524659009135327,0.4432272144203325,0.9545763974436617,-0.013646418308357333
85,-0.0911691644612402,0.3163215346924138,0.7731808284479601,1.9407405744663309
86,-0.727288598008101,0.4005984825464287,0.06944631913671145,-0.3230355717030502
87,-0.6563174389123647,0.3941312012571309,0.09586771855472903,0.2564270094878509
88,-0.6779155388981777,0.3396907657568806,0.045968293589983646,-1.108087677808295
89,-1.0210088644213016,0.3814506239734462,0.007436282261120159,-1.4140709644803762
90,-0.7055513494195838,0.33100396567420554,0.0330438960704286,0.5082691855241537
91,-1.1488824789224608,0.37233583871890336,0.002031363701233953,-0.433455794346318
92,-1.3702369155296306,0.35298882176949303,0.00010368020910421132,-0.27250314177907864
93,-1.320568463184713,0.41830211977063503,0.0015941615196558192,-2.4460783245752324
94,-0.34435065635329165,0.35468857691878486,0.33162122253345006,-0.5213494007679484
95,-1.0734729988858256,0.4100925120861857,0.008854114963497764,-0.6656242255981359
96,-0.5053359776808051,0.32254253166125485,0.11717860053313267,1.6112779541638966
97,-1.0348513056727429,0.3529829916171792,0.0033707818779006643,0.5941521929327784
98,-1.3204572994357844,0.35562690097018473,0.0002047836155799058,-1.0286171056805173
99,-0.7736591020605409,0.3843002731296417,0.044097481196720925,-0.36762315674705004
100,-0.420138997376458,0.32674224736872226,0.19849811009232587,0.8092247131016586
101,-0.2016757293115658,0.3695475191856874,0.5852467813188758,1.2954731403071453
102,-0.39406729746725977,0.3682747403604891,0.28460302234402535,0.5375247336966265
103,-0.8390793889294064,0.3968569928553728,0.03448865249145041,-0.7657414805659641
104,-0.3161153489927514,0.38561322312664525,0.41234546623582846,0.4068338982865711
105,-1.1390972245768527,0.4212469291020847,0.006848800871461591,-1.5228611871980844
106,-0.8837237828865512,0.3725740261323403,0.01769489357707172,-0.8973139492257349
107,-0.3000857354373836,0.3665135941553508,0.41292481230155287,1.021318445554538
108,-0.3723314224501616,0.39219305946575117,0.3424388181377055,-0.38532603486584005
109,-0.6040774149117649,0.38246307909605615,0.11423521098989928,-1.3912588806433233
110,-1.2275192386019262,0.4022609861038822,0.0022766364337716265,-0.7657534128099597
111,-0.18766303895328604,0.3380463441905788,0.57879892210699,0.42297236762413526
112,-1.0678813281274027,0.42629436547670574,0.01224400706240178,-1.7303316324212963
113,-0.6632174041082378,0.3650552706953086,0.0692540418956956,-0.27363698638838585
114,-0.6396046079769517,0.38800846801370253,0.09926456499419159,1.0306334925416163
115,-0.4029244516356562,0.34948845302265164,0.24895235512991276,-0.24580613943271867
116,-0.7916002330192984,0.3918978359737024,0.0433922274249116,-1.138361140061975
117,-0.3262196182130547,0.4069506435460013,0.42277302765607083,-0.9310473042216145
118,-0.6656018612100252,0.366490252450969,0.06934711900597335,0.2913752075456362
119,-0.12185430949111009,0.40835938856230564,0.7653981358490443,1.4957241323298387
120,-0.9270327387035966,0.3857483618034469,0.01625203386400673,-1.2563252475849866
121,-0.658074861486182,0.37866960353064827,0.08223543678226236,-1.6387138582311183
122,-0.30046635734332594,0.3103254956543351,0.3329296719478968,1.476114719651315
123,-0.18331533294402708,0.36587960910649775,0.616352563375541,1.1840934926292075
124,-0.5038062995772307,0.4236785362334911,0.23439089042776862,-0.960611853519481
125,-0.6227707633816025,0.37532341218534254,0.09705716610612106,0.4384211093099877
126,-0.6790677551833125,0.3401141903016588,0.04587000729950684,1.4406694398301698
127,-0.5988943883110549,0.41004434435595827,0.14413621644039695,0.7350249198179166
128,0.24862753959228645,0.3779044062793198,0.5105951964982163,3.565669027621935
129,-0.5412915506467767,0.38708626173020355,0.16200064200025655,0.012135752004357236
130,-0.3500668550976057,0.4045609913580546,0.3868738398552367,1.1931802868701071
131,-0.5326688761458488,0.4070672562916757,0.19068597964306488,-1.9264030124019422
132,-0.7187974264097593,0.3741431784307014,0.05470867008538699,1.2389524670227887
133,-1.0383889595672162,0.43881944612935636,0.017965717120084407,-2.2445719916354436
134,-0.8626686271255974,0.3559730739824615,0.015375572109467838,1.0911103730400482
135,-0.5217208256741624,0.4148972499282683,0.20858351235831762,-0.3875006465537476
136,-0.32943532118834534,0.3086666117310326,0.28584304760823764,1.5096720490500553
137,-0.7725824095567286,0.4113773005913697,0.060375898128145325,-0.5482470132838904
138,-1.0891688758965996,0.43330377715685015,0.011949298948898226,-1.056737082676733
139,-0.5234128030742398,0.37517359787888815,0.16297916323544415,-0.8771798738548879
140,-0.07649102749325992,0.3454409815719337,0.8247575657568764,3.361490790425629
141,-0.7639625125874188,0.3687851137213148,0.03830598162110137,-0.25036091049143305
142,-0.8253932302515552,0.4207862502720071,0.049814909147199785,-1.650115535162568
143,-0.6311875003304963,0.3515579939615798,0.07258986658886382,1.550383521784366
144,-0.15092699406821902,0.3766547269752679,0.6886381859866659,1.4005082681856864
145,-0.4424226306781756,0.3691466323540524,0.2307220100575449,1.5864215059671043
146,-0.5041654847085415,0.3787649379626456,0.18316351328136538,-2.373919246103953
147,-0.55734971219953,0.36494074578350344,0.1267029726723153,-0.7626717724405987
148,0.028973296823541106,0.3717759961984819,0.937882037749334,1.396471729955075
149,-1.0098685655472006,0.392147855029115,0.010017518887989314,-1.2157500274646527
150,-1.490687564665457,0.4009395431281295,0.0002008174825785685,-2.5464852537081155
151,-0.8735383282404108,0.38942427355161824,0.02488693324740682,-1.218193788909332
152,-0.45901864502688183,0.35542250234841516,0.19653963399895602,1.14748413535969
153,-0.07582164943929565,0.3770688862871384,0.8406346977288311,-0.019312243896661307
154,-0.7556279356799158,0.352813460174308,0.03221595374933832,-0.512998956795081
155,0.11252018252227736,0.37448420253028203,0.7638208877089012,1.1142927970900631
156,-0.23849193729678883,0.34223427360063563,0.4858857283143866,1.3914566100179844
157,-0.9722968769335327,0.38289364372300655,0.011106205481005285,-1.4225181652577499
158,-0.8380191769122418,0.42661914813028995,0.04949227334916085,-1.4153239842196328
159,-0.7556297325596442,0.3759167754221688,0.04442076869916792,1.0050063950935209
160,-0.7250806933157503,0.39596512794286143,0.06707470949190858,-0.6762072381697513
161,-0.8723602234978649,0.4281781390393238,0.04161229301650267,-0.09558055514111885
162,-0.1570484946902455,0.40669989549004737,0.69938315955299,-1.3340837808878216
163,0.43903810986295544,0.35375823155276215,0.21458053677181377,2.413425104880735
164,-1.0452434365658094,0.4003273075658356,0.009028525546628547,-0.9103347864507878
165,-0.7884876083657393,0.3654415603266425,0.030956624241086476,1.2807987594385923
166,-0.056003221962934474,0.3431372908316744,0.870353586864352,0.34328812617734883
167,-0.8063028463368398,0.38798742495396976,0.03769393687403181,-1.4719744826053622
168,-0.6427683040199219,0.36560384009109664,0.07873040609782235,-1.5587152668254527
169,-0.6857573641729177,0.39295801933613467,0.08096466249008315,-1.3559924720321357
170,-0.8152609443977138,0.333110189024576,0.014388257687326671,-2.3015686173500027
171,-1.073716383758038,0.3840424003511156,0.005176698951499134,-1.4191700986193911
172,-0.750552993593968,0.3726117497179027,0.043977723228989685,-0.5877606914482891
173,-1.00184863289459,0.38528010579343075,0.009313893112857363,-2.112085073606016
174,-0.8047901332569675,0.3811839523318411,0.03474733298638399,-1.0202419458184426
175,-1.137557089325379,0.40124369279146405,0.0045814525801442735,-2.3097394125368114
176,-0.04062333171781002,0.39440882946085754,0.9179645359429596,0.2583305490566561
177,-0.3873976412165911,0.3696168936328399,0.2945898254487448,0.3663821898984896
178,-0.47418879869869,0.3683277830467867,0.19795148920946937,0.5128837125003134
179,-0.493632816534908,0.3488552777506183,0.15706631209494537,0.42400783234410877
180,-0.49687032722308766,0.3552599215392564,0.1619297562006553,0.1549082679313445
181,0.2361375291186719,0.35499078619808805,0.5059267994017428,2.0624437585150672
182,-0.9996182275777555,0.3999323048143894,0.012437973023882956,-1.4511397324864221
183,-0.6174251660808344,0.369435804345652,0.09466932688865644,0.005438681773548559
184,-0.9696252543087833,0.3750735576999792,0.009733374551734158,-0.13333521329224496
185,-0.8937823565204088,0.38537424262125924,0.020381042658570464,-0.8864241026519579
186,-0.39546997312371157,0.4048087173018879,0.32860357249698513,-0.7100951514274136
187,-0.3201275754046189,0.32513524090540147,0.32482147048237664,-0.40350780753739723
188,-1.4400221260581063,0.44764171935060254,0.001295802464511775,-2.92085791641329
189,-0.8247235585319308,0.41261847002175916,0.045634782703802654,0.2177192233764238
190,-0.7802452021560125,0.4076819169739071,0.05563833230414694,-0.30448105648941226
191,-1.0676901704892048,0.3626955339528353,0.003242468169955278,-0.541736405099714
192,-0.6344832475780448,0.3895549040141264,0.10336829228666596,-1.2356254900277803
193,-0.2990186464458712,0.37309804254746415,0.4228723885045934,0.6660449724371054
194,-0.8283736936315409,0.3857467181262313,0.031757081182408026,-1.9035382987583525
195,-0.6795966411556165,0.39498836913538027,0.08533278783040417,-1.3938802237833317
196,-0.8279097778907265,0.41995861728969575,0.04867722670822913,-0.9941341670932671
197,-0.2155879293095303,0.39808464191303083,0.5881195582000343,-1.5963424818496028
198,-0.6319416524971746,0.37916607173900035,0.09558164924758478,0.3997339978372789
199,-0.8109994092763924,0.38270050871005135,0.03407787480300703,-1.1071241053961556
200,-0.9859285690431141,0.3788835237567102,0.009262933945805513,-0.08843267791121878
201,-0.5118323409879155,0.36418872699192534,0.15990113936116235,1.2224767353853485
202,-0.7663188108473544,0.39058785194856693,0.049766822793298186,-0.1438455946328947
203,-0.28026557879134273,0.39177083003481455,0.47437338056123657,-1.3225467207319017
204,-0.43185572747040774,0.3629857694664886,0.23415180666248914,2.2186610049055346
205,-0.5420588794289235,0.37682410968874264,0.15029419555112125,-1.40214499521477
206,-0.33149468968600865,0.36526962656429046,0.364124356042848,-0.2538552204867228
207,-0.4302889245810431,0.3956900504458684,0.27684269614369506,-0.3772530388725137
208,-0.5829310897076465,0.35196133481321845,0.09767400305292136,0.45984842566108597
209,-1.4788488276271525,0.4025226716834551,0.00023882795852841205,-2.6374436865986324
210,-0.5975022591648331,0.35974709355315454,0.09673447509865213,0.4705464172572382
211,-0.025384419014795684,0.4078487619580023,0.9503718805126256,0.878515656860281
212,-0.4300053121844963,0.3865979433719329,0.2660176116144083,-0.3587247021030242
213,-0.472584452385241,0.3566394734505089,0.18513660425205403,0.6860114163887738
214,-1.0409070954719066,0.3943059246031173,0.008294359773186852,-1.7967040685326072
215,-0.7751139533976604,0.35188667247259536,0.027613258723650946,0.2817731912800001
216,-0.692704586431901,0.35855943305789395,0.05337060424049262,1.403244892052892
217,-1.1639968937458733,0.41563260934415597,0.005101674850612689,-1.5314465180967893
218,-0.41545860529418277,0.38429667443125765,0.2796578757451068,0.06588791675113281
219,-0.21689282849048822,0.33092899889663846,0.5122064341310595,0.6084176808023214
220,-0.5954958376460524,0.37954202532473535,0.1166513770922352,-0.7943976767793544
221,-0.40444409751817356,0.4167347228639882,0.331793679819231,-0.4372426416073827
222,-0.7340808827680734,0.34006399172912094,0.030876931710421447,0.32774257745378854
223,-1.128093090981872,0.37269643853691964,0.002471234045289048,-1.7748120095986337
224,-0.720269357800351,0.3811457267379015,0.05879167710942978,0.724222737652946
225,0.17792964334091038,0.3899886585899133,0.6482151592939942,-0.6293166656514604
226,-0.7733122797798881,0.36646267319572673,0.03484048720089656,-0.18148756292789692
227,-0.9326962434627165,0.3466807225640275,0.007137479422182304,1.6267941615164148
228,-0.1732956681725078,0.3691620599729634,0.6387624592685401,0.3904657071068618
229,-0.30628735210658803,0.3434517650737631,0.3725047182768271,0.820616653800887
230,0.3107091756748113,0.35876635796472034,0.386463398070756,2.206463561716931
231,-0.28580583236809587,0.4034884770562212,0.47873598219758595,1.0835444195474904
232,-0.6428296634583518,0.39676656231247037,0.10519555700451204,-0.14270372607946058
233,-0.02810903314229421,0.34716334227798534,0.9354676036256792,2.187018839546042
234,-0.7590232389830704,0.39976284156643455,0.05760606022286979,-1.2218866425270738
235,-0.391320974933309,0.3203270023798092,0.22184769772546675,-0.8616106572958939
236,-0.7492806825992526,0.35675174474902227,0.0357036931116995,0.9085437979614643
237,-0.7587177840875122,0.4265371851882914,0.07527507994103258,-1.6285272911785285
238,-0.9296064826869337,0.39167668419133217,0.017625038185129605,0.5449597294321631
239,-1.0315073918180664,0.3833727136347655,0.007132099664861912,-1.260772115621502
240,-0.622462573415983,0.34571706424507376,0.07178218025635398,0.8691254498995309
241,-0.1141984692577591,0.33124592534736796,0.7302790647791337,2.5181680967492115
242,-0.712704163604291,0.3686344196444004,0.05319149050627497,-0.4123387687507254
243,-0.8931318032901945,0.45093278863400754,0.04763258442148233,-2.6056730242199198
244,-0.3894028671965766,0.4037314511747717,0.3347904894023217,-0.2946981577838139
245,-0.7422972539179987,0.37391177662582203,0.04711996537558994,-2.0850933983647666
246,-0.48545205558610083,0.3654938513649814,0.18410922314004552,0.7338562414479153
247,-0.8631529379307252,0.37422748337674006,0.021083120637885745,-1.1315118067483256
248,-0.6921319241937712,0.3807445918748886,0.06908892214282074,0.3147566130520545
249,0.23103638461858497,0.37389101583962003,0.5366251687792123,1.3146730894715253
250,0.07252859357514924,0.3782900460653696,0.8479556869648206,0.5764268748270354
251,-0.6001951241168497,0.33717334186424314,0.07506306246749657,1.217679214147414
252,-0.6376285648233228,0.3496822013413762,0.06823502325545394,0.18837191236816597
253,-0.7381598398227307,0.4210225393381123,0.07955825922689158,-1.4677923648686138
254,-0.8669970857368708,0.3807009868490296,0.022764127586590695,-1.2400035047401659
255,-0.3103952363344262,0.3686614227204148,0.39981480028296756,-0.3767762294110941
256,-0.38891669855169236,0.3501247263033461,0.2666567181886529,1.201107278662807
257,-0.303332865173067,0.3914434702343595,0.43839373994486897,-0.13526558308766923
258,0.3607234492334472,0.3566084881819633,0.3117584500883084,1.046611977593125
259,-0.12095840612082531,0.34199021797018986,0.7235714676587202,1.9743707148857883
260,-0.34807475547403544,0.44481028707083303,0.43390664627221676,-0.9040794435385244
261,-0.9720933630403961,0.42272264469832954,0.021470842561769805,-0.7917808655692564
262,-0.4973473645083545,0.33492363303434175,0.13755507976911252,1.046720011537896
263,-0.2947417060262848,0.4110048555638199,0.47329719793053593,0.7759816919550255
264,0.3087040420863152,0.41556124688663826,0.4575661329448746,0.1350014809123854
265,-0.20157243393176782,0.3547553135741178,0.5698982819969992,0.028709128232790704
266,-0.1591851909121646,0.3826817487671289,0.6774299214611965,1.0203228502444315
267,-0.37278883496550447,0.36866406805575463,0.3119262590962887,1.5013572963194406
268,-0.2303010019711833,0.39403672859455,0.5589069508995014,-0.325027861550236
269,-1.0550679956462228,0.3771411639399866,0.005149317777966887,-0.7460974889749696
270,-0.6409732742891986,0.3801670385779468,0.09178989849294694,2.0188872324060294
271,-0.43398270565955105,0.3906490443795134,0.2665996240868316,-0.05177608667757738
272,-0.8340059530342429,0.3801485732151591,0.02824297804266131,0.4413257419827037
273,0.13272571603130798,0.3697757356930255,0.7196431849471516,3.6317067594555335
274,-0.3734049947523248,0.4117121767242394,0.3644298526062012,0.28616163974924635
275,-0.6937396945745791,0.3988685818450983,0.08198748607589958,-1.2726473060920664
276,0.030161216165705107,0.3632768822985022,0.9338313261973048,0.47863911485714183
277,-0.0955555683272088,0.3795929519006041,0.801248474706504,0.38668035332194783
278,-0.3695958682476915,0.3838610048801634,0.33562895040323737,2.2084873329240384
279,-0.8100790608151416,0.40612350675040215,0.04607977411485172,-0.744009605513396
280,-0.19103947466954047,0.3596977417922806,0.5953417708391378,0.041008701391525015
281,-1.4557515933002336,0.3816379206907843,0.0001364679934939137,-2.6983466860993683
282,-0.792198980239451,0.37056723009118614,0.03253290107086247,-2.1164656327467437
283,-0.7101579900129811,0.3651494080420966,0.05179396941274983,-0.36129218133720453
284,-0.43859246163726995,0.402432034651136,0.2757771351291217,-1.6995328356369903
285,-0.23776458881467122,0.39509993932852006,0.5473183195690223,0.5094676401806959
286,-0.3736274892888518,0.388399743066753,0.33606649945177014,1.4691736972804783
287,-0.14418654894065486,0.3735061809625867,0.6994705686513926,2.350424186948224
288,-0.19970703337535278,0.4061319531933393,0.6229106311973595,0.6127055083056674
289,-0.15473195232993353,0.3963267101535309,0.6962295862637002,1.4873222523095357
290,-0.9950612860140761,0.3802785161746744,0.00887935730252848,-0.6994302563707286
291,-1.0509085901995123,0.37703255322605367,0.00531467469892075,-0.7440033111521362
292,-0.6745308911236568,0.3808033220358408,0.07650473179018809,-2.006465954801695
293,-0.26776045744193805,0.3953505927154054,0.4982324768956492,-0.5410164309557803
294,-0.08818680757975629,0.3966612462143038,0.8240626658486295,0.7748929625704286
295,-0.7654475279891764,0.35974785618745525,0.03335919429269158,-1.6601057675835227
296,-0.7862588803800966,0.37581845314911133,0.03642740693432395,1.5471209038599816
297,-0.9058759050866232,0.3898757480150449,0.020152362077774814,-1.250021990953293
298,-0.31560952614491566,0.39733211948110075,0.4270081720366017,-1.1086574830467013
299,-0.062356133143506354,0.3745941592268542,0.8677924607690031,1.7567849972459886
300,-0.5990385504482901,0.36849219690449836,0.10402458822027603,-0.0664197065037655
301,-0.9114458994469682,0.4045952675677528,0.024275865948351107,-2.9553277281971564
302,-0.8089976675868027,0.395249525129487,0.04067749218717489,-1.7147499862604239
303,-0.5331333250262622,0.37664934289003776,0.1569326989900782,0.5994872094320778
304,-1.1269223658139018,0.38790270728595205,0.0036705652825264794,-1.2532082006177019
305,-0.0306365892288658,0.3697939773882579,0.9339726215823664,0.5322342455172064
306,-0.8774333407705015,0.36964220964875893,0.017609094473380462,-0.8010699824957142
307,0.04919274082870739,0.37313093227373995,0.8951126306472912,1.1686238605435442
308,-0.6079534002615947,0.37453617348050955,0.10454307272896975,-0.3545953292142059
309,-0.1735064905221249,0.3737551338354648,0.6424865256849568,-0.07004869757241217
310,-1.4248185717637534,0.4060592702924161,0.00044997572510129604,-2.431768393036884
311,-0.2668304632667478,0.388813689698548,0.4925440105109873,0.1519193442730451
312,-0.21703636470395266,0.39002172522541967,0.5778878884144018,0.003047861349402936
313,-0.5993475850494425,0.36941549498140064,0.10471316141706462,0.5441611738827152
314,-0.37735705465076197,0.3516659861163445,0.28324629948625013,-0.7634408385383091
315,-0.8115225181074129,0.3987094590024216,0.04181334323569113,-0.2877340104027031
316,0.015931644504367848,0.3764493139493374,0.9662429463944688,-1.5104695033890696
317,-0.9176295139105372,0.3960443854470254,0.02050446450192135,-0.2824403744636408
318,-0.2542565813972393,0.3920722400154295,0.5166653481570704,1.0302136127669765
319,-0.44020401520917674,0.38799759784267224,0.2565624644517137,1.0027795315307468
320,-0.8567789948387404,0.3962414914594485,0.03059777798551088,1.1719261866607433
321,-0.3743652969661682,0.40375852930530454,0.35382220323119373,-0.478704291714493
322,-0.49151613417483436,0.35998095516402867,0.17212898874495275,0.866977608558587
323,-0.734642182080315,0.3971487993111189,0.06434371213183039,0.1937775563150712
324,-0.6570024575373212,0.3946287293666995,0.09594024959264696,-0.8800243958287668
325,-0.41083317668348435,0.39332011596581207,0.2962419915347394,0.39212779268784814
326,-0.7126944898036175,0.36710092167701236,0.05220820663289373,-1.6363419972771185
327,0.1887352710304221,0.31035813418384656,0.543107284799327,2.304006036575225
328,-1.2993887116161005,0.37542792559350296,0.0005379989213078127,-0.9687291446043105
329,-1.1332315575599843,0.40385883710308285,0.005015928133506318,-1.6942872908568551
330,-0.17029534192719803,0.37567498616409506,0.6503291476404367,-1.3453516804781165
331,-0.8141242480728792,0.35983129066604197,0.023665507879861346,-1.0835686217264975
332,-0.7768835249091679,0.3686156607192744,0.03506814989811374,0.7001538088110175
333,-0.5568267918201513,0.3582858470635348,0.1201507425034977,0.6417811362891852
334,-0.2827719702261586,0.4095038863058494,0.4898651698248233,-0.08697505533095384
335,-0.7523231850395814,0.3946851524433391,0.05663269211836587,0.19838910231856932
336,-1.4067483302425419,0.3823054024453775,0.0002335584576859371,-0.7788925710180212
337,-0.33276743304969053,0.3514764774613483,0.34375592157679846,0.5471160608918435
338,-0.02699017236911236,0.3591430980831822,0.9400941064722572,0.3244720062847781
339,0.01623087294142672,0.37713242889494525,0.9656715646942121,1.9140742432624607
340,-0.8418855740116691,0.42149728181164026,0.0457851206080947,0.10813030513186206
341,-0.7243941568591067,0.4014936279714154,0.07119240577580675,-0.8319949158031017
342,-0.9344596910786471,0.4034458366582085,0.02054756165291966,0.7195244763823929
343,-0.6441946937676714,0.41027807016446083,0.11638215639207623,0.8629489438368152
344,-0.6001457888915379,0.3887755330966315,0.1226653912514899,-0.5870451582077427
345,-0.8255474106524651,0.3876524342403266,0.033204057073990004,-0.703590911241383
346,-0.38274250725949915,0.3743801316701748,0.306621620853077,-0.1636400830963023
347,-0.8872588015529188,0.3919464703360487,0.02359106873564091,-2.044185814008409
348,-1.2628793782940468,0.3846154287284817,0.0010253173472194723,-0.6297924696337018
349,-0.6968107322957479,0.4032586233653662,0.08399719161678128,-0.028294106284382003
350,-0.5941060174662465,0.37073141782714064,0.1090397710907246,-0.7593207360559866
351,0.10353329890423012,0.37404256784283235,0.7819371381081852,1.4545794475377511
352,-0.6470973994179332,0.385922198020008,0.09359018557156813,0.7727859387012792
353,-0.6676197799737261,0.3568342438657892,0.06135171979603542,-1.687349743548002
354,-1.1452225169477013,0.4003859284267484,0.0042324493466779365,-0.24655487446045043
