spec_id,controls,vote_share_min,year_filter,party_filter,seat_filter,winnable_threshold,n,n_female,female_coef,female_se,female_p,ci_lower,ci_upper,r2
497,year+winnable,0.0,2004,regional,general,20,1355,79,-0.7645285851319775,0.6609866753330386,0.24741640747324112,-2.060038663045603,0.5309814927816477,0.0015084622745386023
1708,full+winnable,1.0,2009,national,all,40,983,79,-0.7637217432578087,1.6641694190721599,0.6462911354822405,-4.025433868812186,2.4979903822965683,0.1491017076358161
1276,controls+winnable,1.0,2009,national,all,40,983,79,-0.7637217432578016,1.6641694190721583,0.6462911354822433,-4.0254338688121765,2.4979903822965728,0.1491017076358161
1584,full+winnable,0.5,2004,regional,reserved,40,413,29,-0.7601437300160818,0.8935143985753577,0.39491672651673837,-2.51139977089175,0.9911123108595863,0.021321230325570317
1152,controls+winnable,0.5,2004,regional,reserved,40,413,29,-0.7601437300160817,0.8935143985753581,0.3949167265167386,-2.5113997708917504,0.9911123108595871,0.02132123032557054
228,none+winnable,0.5,all,all,reserved,40,1582,124,-0.7594077781664901,0.748885453636524,0.31055858624833077,-2.2271962958400175,0.7083807395070374,0.05572189870076083
1391,full+winnable,0.0,2009,national,reserved,35,312,23,-0.758930842945079,2.580426573075009,0.7686733808445538,-5.81647399092221,4.298612305032053,0.17789888972011558
959,controls+winnable,0.0,2009,national,reserved,35,312,23,-0.7589308429450732,2.580426573075009,0.7686733808445556,-5.816473990922205,4.298612305032059,0.17789888972011558
66,none+winnable,0.0,2004,regional,general,30,1355,79,-0.7555971963802143,0.6609037765682589,0.2529229045355167,-2.0509447957005085,0.53975040294008,0.001107634405306368
498,year+winnable,0.0,2004,regional,general,30,1355,79,-0.7555971963802142,0.6609037765682593,0.25292290453551713,-2.0509447957005094,0.5397504029400808,0.001107634405306035
612,year+winnable,0.25,2004,regional,reserved,40,496,35,-0.7539375324122845,0.7781325422551673,0.3325919354612835,-2.2790492904310042,0.7711742256064352,0.0012962245518254312
180,none+winnable,0.25,2004,regional,reserved,40,496,35,-0.7539375324122841,0.7781325422551671,0.3325919354612835,-2.2790492904310033,0.7711742256064353,0.0012962245518252091
611,year+winnable,0.25,2004,regional,reserved,35,496,35,-0.7536242188799611,0.7773368258509532,0.332298239768987,-2.2771764014045135,0.7699279636445913,0.0013554972605118731
179,none+winnable,0.25,2004,regional,reserved,35,496,35,-0.7536242188799607,0.7773368258509531,0.3322982397689873,-2.277176401404513,0.7699279636445915,0.0013554972605118731
624,year+winnable,0.25,2009,all,reserved,40,1118,87,-0.7531973812414701,4.0460377828555735e-10,0.0,-0.753197382034479,-0.7531973804484612,0.1537131271568708
688,year+winnable,0.5,2004,all,all,40,2352,175,-0.7497150149971739,0.6118189645344418,0.22042943682074234,-1.9488581505432685,0.4494281205489208,0.0011475963017238966
256,none+winnable,0.5,2004,all,all,40,2352,175,-0.749715014997173,0.611818964534442,0.220429436820743,-1.9488581505432678,0.4494281205489219,0.0011475963017237856
1664,full+winnable,1.0,2004,all,general,40,1363,111,-0.7490349791131848,0.8608705607992657,0.3842511504917453,-2.4363102736305446,0.9382403154041749,0.015988375693370527
1232,controls+winnable,1.0,2004,all,general,40,1363,111,-0.7490349791131845,0.8608705607992657,0.38425115049174563,-2.436310273630544,0.9382403154041752,0.015988375693370527
1558,full+winnable,0.5,2004,all,reserved,30,749,59,-0.7483474818043957,0.8278050724528495,0.36598790932034264,-2.370815610031551,0.8741206464227594,0.018559697716470813
1126,controls+winnable,0.5,2004,all,reserved,30,749,59,-0.748347481804395,0.8278050724528498,0.3659879093203432,-2.370815610031551,0.8741206464227608,0.018559697716470813
286,none+winnable,0.5,2004,regional,reserved,30,413,29,-0.7479534212055846,0.8977885182703502,0.40478468624560093,-2.5075865827490516,1.011679740337882,0.00504547334609351
718,year+winnable,0.5,2004,regional,reserved,30,413,29,-0.7479534212055838,0.8977885182703496,0.40478468624560127,-2.5075865827490493,1.0116797403378817,0.00504547334609351
192,none+winnable,0.25,2009,all,reserved,40,1118,87,-0.742817682379396,0.8609046194277676,0.38822880260782633,-2.430159730581982,0.9445243658231902,0.15564492709067645
768,year+winnable,1.0,all,all,reserved,40,1168,92,-0.7407566796406357,0.9046063937578958,0.4128595520287919,-2.51375263159077,1.0322392723094986,0.09511970364394906
310,none+winnable,0.5,2009,national,reserved,30,305,23,-0.7405530450196253,2.4519910678723353,0.7626359764089046,-5.54636722846331,4.0652611384240585,0.12096694858271073
742,year+winnable,0.5,2009,national,reserved,30,305,23,-0.7405530450196146,2.451991067872333,0.7626359764089077,-5.546367228463295,4.065261138424066,0.12096694858271073
47,none+winnable,0.0,2004,all,reserved,35,921,67,-0.738828371880989,0.7349126262005838,0.31473885081384956,-2.1792306510178805,0.7015739072559025,0.0026721695088124386
479,year+winnable,0.0,2004,all,reserved,35,921,67,-0.7388283718809888,0.7349126262005838,0.3147388508138498,-2.1792306510178805,0.7015739072559027,0.0026721695088124386
67,none+winnable,0.0,2004,regional,general,35,1355,79,-0.736759918132856,0.6633413480035669,0.2667061465971805,-2.0368850696760976,0.5633652334103857,0.0011747996037947406
499,year+winnable,0.0,2004,regional,general,35,1355,79,-0.7367599181328544,0.6633413480035667,0.2667061465971813,-2.036885069676096,0.5633652334103869,0.0011747996037947406
68,none+winnable,0.0,2004,regional,general,40,1355,79,-0.7324200293404606,0.6632990733371227,0.2695029945727174,-2.0324623240600133,0.5676222653790919,0.0013035946320818503
500,year+winnable,0.0,2004,regional,general,40,1355,79,-0.7324200293404604,0.6632990733371227,0.26950299457271776,-2.032462324060013,0.5676222653790921,0.0013035946320818503
687,year+winnable,0.5,2004,all,all,35,2352,175,-0.731366089191924,0.6123401371586417,0.23232981880836134,-1.9315307043111785,0.4687985259273304,0.0013893444991223136
255,none+winnable,0.5,2004,all,all,35,2352,175,-0.7313660891919224,0.6123401371586417,0.23232981880836223,-1.931530704311177,0.46879852592733207,0.0013893444991223136
285,none+winnable,0.5,2004,regional,reserved,20,413,29,-0.7297818883321289,0.9003261303452867,0.41760975599953487,-2.494388678149205,1.0348249014849475,0.007763901866914891
717,year+winnable,0.5,2004,regional,reserved,20,413,29,-0.7297818883321286,0.9003261303452865,0.41760975599953487,-2.4943886781492046,1.034824901484947,0.007763901866914891
1663,full+winnable,1.0,2004,all,general,35,1363,111,-0.7267487018616573,0.8625681022819413,0.39948538804596545,-2.417351116547324,0.9638537128240091,0.01622791158256498
1231,controls+winnable,1.0,2004,all,general,35,1363,111,-0.7267487018616565,0.8625681022819411,0.3994853880459659,-2.417351116547323,0.9638537128240097,0.01622791158256498
1120,controls+winnable,0.5,2004,all,all,40,2352,175,-0.7199995305718848,0.6136027642857055,0.2406367130261169,-1.9226388493860878,0.482639788242318,0.011426393892868814
1552,full+winnable,0.5,2004,all,all,40,2352,175,-0.7199995305718832,0.6136027642857053,0.2406367130261179,-1.9226388493860855,0.48263978824231923,0.011426393892868814
478,year+winnable,0.0,2004,all,reserved,30,921,67,-0.7197982534076308,0.7257060413437185,0.32126618750835256,-2.1421559578044547,0.702559450989193,0.002190687611350328
46,none+winnable,0.0,2004,all,reserved,30,921,67,-0.7197982534076305,0.7257060413437184,0.3212661875083527,-2.1421559578044542,0.7025594509891931,0.002190687611350328
686,year+winnable,0.5,2004,all,all,30,2352,175,-0.719004521956492,0.6115250136235061,0.23969218572173456,-1.9175715243039297,0.47956248039094573,0.0012411391335900301
254,none+winnable,0.5,2004,all,all,30,2352,175,-0.7190045219564916,0.6115250136235059,0.23969218572173456,-1.9175715243039289,0.47956248039094573,0.0012411391335900301
1175,controls+winnable,0.5,2009,national,reserved,35,305,23,-0.7183295205756277,2.5914545340116932,0.7816329620027651,-5.797487074811575,4.36082803366032,0.1797391896524042
1607,full+winnable,0.5,2009,national,reserved,35,305,23,-0.7183295205756253,2.5914545340116932,0.7816329620027658,-5.797487074811572,4.360828033660322,0.1797391896524042
1018,controls+winnable,0.25,2004,all,reserved,30,834,65,-0.7182539479070809,0.7532050988560406,0.3402877923885641,-2.194508814636851,0.7580009188226897,0.018748735279989104
1450,full+winnable,0.25,2004,all,reserved,30,834,65,-0.7182539479070807,0.7532050988560409,0.34028779238856444,-2.194508814636852,0.7580009188226905,0.018748735279989215
303,none+winnable,0.5,2009,national,all,35,1064,87,-0.7151849273607908,1.6111714404369992,0.6571212008272691,-3.87302292353683,2.4426530688152486,0.11850498050622438
202,none+winnable,0.25,2009,national,reserved,30,311,23,-0.7102740916570658,2.446829013069107,0.771599360183153,-5.505970833600201,4.085422650286069,0.12103271399657944
634,year+winnable,0.25,2009,national,reserved,30,311,23,-0.7102740916570545,2.446829013069107,0.7715993601831566,-5.505970833600189,4.08542265028608,0.12103271399657967
783,year+winnable,1.0,all,regional,all,35,1742,119,-0.7094965022055781,0.6953370470281294,0.3075561255796636,-2.0723320714971454,0.6533390670859893,0.12859989448567455
253,none+winnable,0.5,2004,all,all,20,2352,175,-0.7079900677540858,0.6101854068760056,0.24593206057732542,-1.903931489122976,0.48795135361480435,0.0018360060745761242
685,year+winnable,0.5,2004,all,all,20,2352,175,-0.7079900677540858,0.6101854068760059,0.24593206057732575,-1.9039314891229764,0.4879513536148048,0.0018360060745761242
1343,full+winnable,0.0,2004,all,reserved,35,921,67,-0.7072199110875461,0.7371368781724522,0.3373499038063371,-2.151981643981842,0.7375418218067498,0.017835849531691705
911,controls+winnable,0.0,2004,all,reserved,35,921,67,-0.7072199110875456,0.7371368781724524,0.33734990380633767,-2.1519816439818418,0.7375418218067508,0.017835849531691816
94,none+winnable,0.0,2009,national,reserved,30,312,23,-0.7060889403692329,2.4460291550431004,0.7728358921697756,-5.500217989388649,4.088040108650184,0.12107693657218654
929,controls+winnable,0.0,2004,regional,general,20,1355,79,-0.7046934283125877,0.6682664205339333,0.29164961811376755,-2.014471544636595,0.6050846880114195,0.021849858400626587
1361,full+winnable,0.0,2004,regional,general,20,1355,79,-0.704693428312587,0.6682664205339336,0.2916496181137682,-2.014471544636595,0.6050846880114209,0.021849858400626587
1341,full+winnable,0.0,2004,all,reserved,20,921,67,-0.703144418549777,0.737066868924605,0.34009557453313033,-2.1477689358397076,0.7414800987401535,0.01585448968953973
909,controls+winnable,0.0,2004,all,reserved,20,921,67,-0.7031444185497769,0.7370668689246052,0.34009557453313044,-2.1477689358397076,0.7414800987401539,0.01585448968953973
195,none+winnable,0.25,2009,national,all,35,1083,87,-0.7012988619513455,1.6099264201528813,0.6631202486936747,-3.8566966632104918,2.454098939307801,0.1192141212220651
87,none+winnable,0.0,2009,national,all,35,1086,87,-0.6992330042566384,1.6097396523661394,0.664015092310405,-3.8542647473802987,2.4557987388670215,0.1193263722734269
1648,full+winnable,1.0,all,regional,all,40,1742,119,-0.6976091722288,0.6825892873815169,0.3067788753689684,-2.035459591729434,0.640241247271834,0.1411463151559803
1363,full+winnable,0.0,2004,regional,general,35,1355,79,-0.6968995549335432,0.6700491571020194,0.2983063207956881,-2.010171770724922,0.6163726608578354,0.023262975102358974
931,controls+winnable,0.0,2004,regional,general,35,1355,79,-0.6968995549335428,0.6700491571020194,0.2983063207956882,-2.0101717707249214,0.6163726608578357,0.023262975102358974
356,none+winnable,1.0,all,regional,general,40,1165,76,-0.6965081923830877,0.8592499161798732,0.41759527625444204,-2.3806070818146994,0.9875906970485241,0.11174114263838142
930,controls+winnable,0.0,2004,regional,general,30,1355,79,-0.6943123614380594,0.6709881353939087,0.3007805352762162,-2.009424940863806,0.6208002179876871,0.022613164232383465
1362,full+winnable,0.0,2004,regional,general,30,1355,79,-0.6943123614380586,0.6709881353939084,0.3007805352762164,-2.0094249408638047,0.6208002179876875,0.022613164232383465
1043,controls+winnable,0.25,2004,regional,reserved,35,496,35,-0.6923022526306519,0.7547257318355871,0.35899077519088785,-2.1715375052340375,0.7869329999727337,0.024352669726873666
1475,full+winnable,0.25,2004,regional,reserved,35,496,35,-0.6923022526306513,0.7547257318355872,0.3589907751908885,-2.171537505234037,0.7869329999727346,0.024352669726873666
519,year+winnable,0.0,2009,national,all,35,1086,87,-0.6920024527333088,1.148868440246937,0.5469518738669914,-2.9437432185920125,1.5597383131253946,0.11750880471970415
756,year+winnable,0.5,2009,regional,reserved,40,528,42,-0.6914875888328869,1.2589223721277747,0.5828205549828587,-3.1589300975350567,1.775954919869283,0.1695627266751455
1651,full+winnable,1.0,all,regional,general,35,1165,76,-0.690562485063909,0.8859414996837641,0.4357044554336823,-2.4269759168534906,1.0458509467256722,0.12868679467395838
1476,full+winnable,0.25,2004,regional,reserved,40,496,35,-0.6897708465460337,0.7556959270257253,0.36136750457987044,-2.170907646780064,0.7913659536879967,0.023940128548551876
